t,x,y,z,roll,pitch,yaw,valid
0.0,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.033333,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.066667,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.1,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.133333,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.166667,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.2,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.233333,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.266667,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.3,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.333333,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.366667,-0.289996,0.852309,-0.399548,-0.283904,-16.197205,-42.072102,1
0.4,-0.289028,0.851865,-0.399638,-0.348541,-16.131739,-42.235332,1
0.433333,-0.288005,0.849745,-0.399843,-0.43692,-16.012449,-42.682514,1
0.466667,-0.287601,0.847289,-0.399896,-0.436768,-15.887177,-43.131172,1
0.5,-0.287283,0.84429,-0.399839,-0.486267,-15.857936,-43.673363,1
0.533333,-0.287375,0.842812,-0.399817,-0.523376,-15.880729,-43.854965,1
0.566667,-0.287365,0.838979,-0.399854,-0.575103,-15.94873,-44.499401,1
0.6,-0.288261,0.830878,-0.400313,-0.754761,-15.819946,-45.57626,1
0.633333,-0.288609,0.825401,-0.40066,-0.886993,-15.6676,-46.135445,1
0.666667,-0.289449,0.818799,-0.400916,-0.97638,-15.461423,-46.602291,1
0.7,-0.29051,0.81205,-0.400917,-1.069702,-15.342803,-46.975479,1
0.733334,-0.291359,0.80614,-0.400104,-1.129334,-15.368376,-47.246075,1
0.766667,-0.292434,0.799993,-0.400138,-1.096375,-15.571532,-47.329819,1
0.8,-0.293386,0.794921,-0.400517,-0.957154,-15.869991,-47.288712,1
0.833334,-0.294926,0.790214,-0.401579,-0.903472,-16.023527,-47.239086,1
0.866667,-0.296551,0.786046,-0.402666,-1.179779,-15.856352,-47.292065,1
0.9,-0.298724,0.781691,-0.40337,-1.578185,-15.599912,-47.530678,1
0.933334,-0.301708,0.777185,-0.403081,-1.837036,-15.324676,-47.908184,1
0.966667,-0.304902,0.772281,-0.402342,-1.990784,-15.142269,-48.369179,1
1.0,-0.308207,0.766863,-0.401528,-1.993041,-15.172267,-48.811157,1
1.033334,-0.311347,0.761052,-0.40059,-1.886384,-15.436425,-49.129116,1
1.066667,-0.315199,0.754059,-0.399715,-1.94223,-15.778528,-49.332458,1
1.1,-0.319208,0.746397,-0.399439,-2.158324,-15.937467,-49.595001,1
1.133334,-0.323762,0.737924,-0.399106,-2.473022,-15.976378,-49.984165,1
1.166667,-0.329033,0.728908,-0.398447,-2.920259,-16.136621,-50.61248,1
1.2,-0.334345,0.719881,-0.397867,-3.24701,-16.329588,-51.430931,1
1.233333,-0.339472,0.709999,-0.397895,-3.385132,-16.490049,-52.248638,1
1.266667,-0.344576,0.7006,-0.397548,-3.493012,-16.698542,-52.981083,1
