6.045979999999999688e-01 -1.060772000000000048e+00 -3.932950000000000057e-01 -4.588010000000000144e-01 1.302783000000000024e+00 1.067354050000000001e+02
6.377850000000000463e-01 -8.600980000000000292e-01 -3.923389999999999933e-01 -1.885999999999999829e-02 2.402191000000000187e+00 1.163748700000000014e+02
-1.258032000000000039e+00 1.100799000000000083e+00 -3.735749999999999904e-01 -8.426493000000000677e+00 -8.967833000000000609e+00 -3.140244900000000072e+01
7.162279999999999758e-01 4.672490000000000254e-01 -3.709589999999999832e-01 7.093676000000000315e+00 1.610868599999999873e+01 -1.485904079999999965e+02
6.277509999999999479e-01 -2.176810000000000134e-01 -2.826750000000000096e-01 -1.179718000000000044e+00 -1.464697100000000063e+01 -1.651322629999999947e+02
5.683030000000000026e-01 -3.513729999999999909e-01 -2.884570000000000189e-01 -4.330935000000000201e+00 -1.752166700000000077e+01 -1.774141999999999939e+02
5.019489999999999785e-01 -5.288990000000000080e-01 -2.911500000000000199e-01 -8.815920000000000423e-01 -1.593191400000000080e+01 1.600814670000000035e+02
-5.473519999999999497e-01 4.321340000000000181e-01 -4.047060000000000102e-01 -1.063163899999999984e+01 -1.802184899999999956e+01 -5.833531200000000183e+01
5.601789999999999825e-01 3.714810000000000056e-01 -3.476029999999999953e-01 2.738475000000000215e+00 -3.206832500000000152e+01 -1.583370060000000024e+02
1.668850000000000056e-01 -7.785079999999999778e-01 -2.882549999999999835e-01 -2.612909999999999955e-01 -1.839498299999999986e+01 9.211100799999999822e+01
-6.386600000000000055e-01 2.835630000000000095e-01 -3.702880000000000060e-01 -5.407778999999999670e+00 -8.101990999999999943e+00 4.798385199999999884e+01
-4.823450000000000237e-01 -4.319250000000000034e-01 -2.361800000000000010e-01 -1.077125400000000077e+01 1.029904999999999937e+01 1.554971199999999953e+01
