X,Y,Z,Roll,Pitch,Yaw
2.260109999999999897e-01 -1.973144999999999927e+00 -4.009460000000000246e-01 7.169010000000000105e+00 2.428808000000000078e+00 -6.300993299999999664e+01
2.316670000000000118e-01 -1.923424000000000023e+00 -4.002370000000000094e-01 6.462365000000000137e+00 3.237140999999999824e+00 -4.333151600000000059e+01
2.426409999999999956e-01 -1.854368000000000016e+00 -4.038329999999999975e-01 6.144779999999999909e+00 3.851071999999999829e+00 -2.410185099999999991e+01
2.374110000000000109e-01 -1.794562999999999908e+00 -4.017950000000000133e-01 5.039787999999999712e+00 3.029256999999999866e+00 -3.029389000000000109e+00
2.221339999999999981e-01 -1.769787999999999917e+00 -4.051719999999999766e-01 5.989816000000000251e+00 3.900304000000000215e+00 1.898376999999999981e+01
-1.195588000000000095e+00 1.317627000000000104e+00 -3.970850000000000213e-01 -3.745270999999999795e+00 1.377782200000000046e+01 -1.216108399999999961e+02
2.931320000000000037e-01 -7.122600000000000042e-01 -5.361669999999999492e-01 -7.308040000000000092e-01 -1.789630299999999963e+01 9.906865700000000174e+01
-6.223509999999999875e-01 3.983579999999999899e-01 -3.402540000000000009e-01 5.971880000000000521e-01 -1.399825399999999931e+01 -1.472063200000000016e+01
2.770670000000000077e-01 -8.700339999999999741e-01 -3.112159999999999926e-01 4.391039999999999943e-01 -9.578889000000000209e+00 8.990599100000000021e+01
5.285180000000000433e-01 -6.335960000000000480e-01 -3.123150000000000093e-01 1.319196999999999953e+00 -1.001388999999999996e+01 1.051747890000000041e+02
2.782629999999999826e-01 5.213309999999999889e-01 -3.671820000000000084e-01 -9.487073000000000533e+00 -2.202380000000000138e+01 -1.136274719999999974e+02
5.575430000000000108e-01 5.645820000000000283e-01 -2.311090000000000089e-01 -3.396332999999999824e+00 -1.174447499999999955e+01 -1.200929030000000068e+02
7.993190000000000017e-01 1.226819999999999994e-01 -1.695170000000000010e-01 9.971788000000000096e+00 -6.817293000000000269e+00 -1.694540100000000109e+02
6.935440000000000493e-01 -3.350700000000000206e-02 -1.011569999999999969e-01 1.779965800000000087e+01 -4.264065999999999690e+00 1.762555240000000083e+02
-9.683159999999999545e-01 -4.413130000000000108e-01 -4.044610000000000150e-01 -9.501110000000000610e+00 1.233898199999999967e+01 6.020689999999999653e-01
-1.080594000000000054e+00 -4.605090000000000017e-01 -4.423420000000000130e-01 -7.477729000000000070e+00 2.958348099999999903e+01 6.893139999999999823e-01
