X,Y,Z,Roll,Pitch,Yaw
3.015630000000000255e-01 -1.836711999999999900e+00 -4.062330000000000108e-01 -1.647429999999999950e+00 2.991308000000000078e+00 -1.383697809999999890e+02
3.056300000000000128e-01 -1.849607999999999919e+00 -4.051359999999999961e-01 -2.196381000000000139e+00 2.757401999999999909e+00 -1.523366240000000005e+02
-1.089039000000000090e+00 1.479149000000000047e+00 -4.028720000000000079e-01 6.932273999999999603e+00 1.586941099999999949e+01 2.756493899999999897e+01
-1.074827999999999895e+00 1.451235000000000053e+00 -4.000029999999999974e-01 5.528088000000000335e+00 1.548898999999999937e+01 7.158178000000000374e+00
-1.073188000000000031e+00 1.417353000000000085e+00 -3.967919999999999781e-01 1.407189999999999941e+00 1.413229600000000019e+01 -1.439873099999999972e+01
-1.087121999999999922e+00 1.381118000000000068e+00 -3.971339999999999870e-01 -2.821594000000000158e+00 1.515533499999999911e+01 -4.100650000000000261e+01
2.178029999999999966e-01 -7.680099999999999705e-01 -5.579180000000000250e-01 -1.737457000000000029e+00 -9.100004000000000204e+00 1.236931079999999952e+02
-7.826170000000000071e-01 -1.583710000000000118e-01 -3.552109999999999990e-01 1.751322999999999963e+00 -8.526125000000000398e+00 3.676100199999999774e+01
3.202539999999999831e-01 4.840990000000000015e-01 -3.601730000000000209e-01 -4.966615000000000002e+00 -3.237596899999999778e+01 -1.255731810000000053e+02
-7.803729999999999833e-01 1.607700000000000101e-02 -4.393810000000000215e-01 -8.694744000000000028e+00 -6.081845999999999641e+00 -1.315089900000000078e+01
4.537349999999999994e-01 7.086419999999999941e-01 -2.274579999999999935e-01 -3.074187999999999921e+00 -1.178161799999999992e+01 -9.935211900000000185e+01
-2.517380000000000173e-01 -7.931759999999999922e-01 -3.255870000000000153e-01 -2.431518000000000068e+00 -2.002923600000000093e+01 6.515873000000000559e+01
6.581960000000000033e-01 -3.369130000000000180e-01 -3.305000000000000160e-01 -1.868011000000000088e+00 -1.382668600000000048e+01 -1.488676150000000007e+02
