t,x,y,z,roll,pitch,yaw,valid
0.0,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.033333,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.066667,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.1,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.133333,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.166667,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.2,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.233333,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.266667,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.3,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.333333,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.366667,0.960482,-0.418231,-0.281604,-2.137024,4.459833,93.833588,1
0.4,0.960534,-0.417961,-0.281585,-2.149231,4.458262,93.835938,1
0.433333,0.960871,-0.417221,-0.281383,-2.20755,4.399605,93.826614,1
0.466667,0.961087,-0.417023,-0.281314,-2.220917,4.338003,93.823036,1
0.5,0.960936,-0.416715,-0.281219,-2.223877,4.313107,93.794731,1
0.533333,0.961013,-0.416482,-0.281072,-2.209534,4.297486,93.769386,1
0.566667,0.960996,-0.4164,-0.28116,-2.19339,4.278854,93.716095,1
0.6,0.961102,-0.416052,-0.281067,-2.211121,4.228502,93.665115,1
0.633333,0.960994,-0.416144,-0.281064,-2.195038,4.217601,93.639748,1
0.666667,0.961008,-0.416009,-0.281012,-2.197418,4.199753,93.634483,1
0.7,0.961033,-0.415839,-0.281036,-2.203522,4.181544,93.65519,1
0.733334,0.960886,-0.415846,-0.280819,-2.200684,4.14671,93.688835,1
0.766667,0.960846,-0.415841,-0.280885,-2.199524,4.143152,93.747086,1
0.8,0.961035,-0.415889,-0.280796,-2.222137,4.135352,93.803055,1
0.833334,0.96103,-0.415924,-0.280677,-2.233459,4.098912,93.861809,1
0.866667,0.961149,-0.415764,-0.280618,-2.232849,4.045808,93.910095,1
0.9,0.961223,-0.415694,-0.280478,-2.266083,3.970519,93.96328,1
0.933334,0.961159,-0.415736,-0.280342,-2.287415,3.906991,93.995094,1
0.966667,0.961339,-0.41569,-0.280251,-2.300263,3.825999,94.029999,1
1.0,0.96138,-0.415744,-0.280253,-2.311798,3.772518,94.06958,1
1.033334,0.961307,-0.415841,-0.280366,-2.29773,3.793555,94.08873,1
1.066667,0.961272,-0.416066,-0.280243,-2.2641,3.807741,94.109856,1
1.1,0.96141,-0.416095,-0.280317,-2.278321,3.777101,94.162491,1
1.133334,0.961521,-0.416113,-0.280107,-2.28717,3.733053,94.250778,1
1.166667,0.961193,-0.416378,-0.279893,-2.207886,3.62332,94.475716,1
1.2,0.960574,-0.416577,-0.27941,-2.162354,3.343897,94.941513,1
1.233333,0.959474,-0.416821,-0.278549,-2.060669,2.820875,95.668823,1
