t,x,y,z,roll,pitch,yaw,valid
0.0,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.033333,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.066667,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.1,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.133333,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.166667,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.2,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.233333,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.266667,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.3,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.333333,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.366667,0.41715,0.926236,-0.335113,0.821105,-2.576989,164.339355,1
0.4,0.412301,0.926768,-0.3358,0.503276,-2.468874,164.52623,1
0.433333,0.402931,0.927875,-0.33665,0.020457,-2.065606,164.78215,1
0.466667,0.395579,0.927963,-0.337105,-0.060059,-1.773527,164.810959,1
0.5,0.389016,0.928383,-0.33722,0.086341,-1.649415,164.733475,1
0.533333,0.382143,0.928006,-0.337093,0.389134,-1.860987,164.69162,1
0.566667,0.375481,0.927153,-0.336735,0.687535,-2.184841,164.813828,1
0.6,0.369206,0.926085,-0.336433,0.878469,-2.442168,165.072067,1
0.633333,0.363094,0.924794,-0.336406,1.071423,-2.523652,165.457886,1
0.666667,0.355364,0.923408,-0.336429,1.223645,-2.477897,166.14386,1
0.7,0.35135,0.922449,-0.336425,1.299554,-2.409451,166.465073,1
0.733334,0.346152,0.921927,-0.336454,1.422522,-2.28674,166.838562,1
0.766667,0.340696,0.921485,-0.336484,1.543915,-2.222229,167.079208,1
0.8,0.335885,0.92169,-0.336483,1.698024,-2.244591,167.21434,1
0.833334,0.331046,0.921949,-0.336504,1.857604,-2.323856,167.280121,1
0.866667,0.326795,0.922546,-0.336565,1.96787,-2.404015,167.31485,1
0.9,0.323082,0.923096,-0.336739,2.001989,-2.454101,167.370529,1
0.933334,0.320326,0.923992,-0.336846,1.97041,-2.593505,167.400772,1
0.966667,0.318128,0.924524,-0.336983,1.91349,-2.778111,167.385559,1
1.0,0.316393,0.924732,-0.33722,1.811628,-2.91076,167.36824,1
1.033334,0.315765,0.925287,-0.337399,1.681361,-2.95321,167.385712,1
1.066667,0.315199,0.925193,-0.337493,1.551872,-2.870605,167.453232,1
