-5.171069999999999833e-01 -7.878530000000000255e-01 -3.978889999999999927e-01 3.022799999999999931e-01 -2.451566000000000134e+00 -3.458440000000000225e+01
-4.426720000000000099e-01 -9.525010000000000421e-01 -4.097850000000000104e-01 3.991511000000000031e+00 3.803875999999999813e+00 -4.544117700000000326e+01
-9.763929999999999554e-01 1.441025000000000000e+00 -3.821410000000000085e-01 1.694444999999999979e+00 2.686790000000000012e-01 -2.896831900000000104e+01
6.675969999999999960e-01 -4.765329999999999844e-01 -5.131660000000000110e-01 3.004906000000000077e+00 -9.086733000000000615e+00 1.555903470000000084e+02
-3.407939999999999858e-01 -1.268561999999999967e+00 -3.639839999999999742e-01 1.673907999999999952e+00 3.553078000000000181e+00 -1.591939089999999908e+02
-6.276810000000000445e-01 -1.197335999999999956e+00 -3.690709999999999824e-01 1.371801000000000048e+00 4.544685000000000308e+00 1.714809270000000083e+02
5.316600000000000215e-01 4.795010000000000105e-01 -3.379539999999999766e-01 1.458196999999999965e+00 -3.012147000000000130e+00 -1.730095369999999946e+02
7.540360000000000396e-01 -3.726949999999999985e-01 -3.915379999999999971e-01 -5.424440999999999846e+00 -3.011126300000000100e+01 1.328079380000000072e+02
3.841220000000000190e-01 -6.073269999999999502e-01 -4.356280000000000152e-01 -9.374461999999999406e+00 -8.751466000000000633e+00 1.202282639999999958e+02
1.771669999999999912e-01 -6.485340000000000549e-01 -4.190829999999999833e-01 -1.783978700000000117e+01 -9.116274000000000655e+00 1.011048430000000025e+02
1.180640000000000023e-01 -6.741089999999999582e-01 -4.179860000000000242e-01 -1.730622699999999980e+01 -9.685575999999999297e+00 8.537599199999999655e+01
4.583600000000000174e-02 8.173890000000000322e-01 -1.980879999999999863e-01 -7.657841999999999594e+00 -1.938506699999999938e+01 -4.137951999999999941e+01
4.794390000000000041e-01 1.146255000000000024e+00 -3.315600000000000214e-01 -1.300782000000000105e+00 -2.912731399999999837e+01 -1.104021149999999949e+02
-4.292980000000000129e-01 -8.864009999999999945e-01 -4.217060000000000253e-01 -2.037809999999999899e+00 -1.245099100000000014e+01 7.080952499999999361e+01
-8.655129999999999768e-01 2.045230000000000103e-01 -3.231339999999999768e-01 -5.537541000000000047e+00 -2.596634299999999840e+01 -5.639072999999999780e+00
