t,x,y,z,roll,pitch,yaw,valid
0.0,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.033333,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.066667,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.1,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.133333,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.166667,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.2,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.233333,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.266667,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.3,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.333333,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.366667,0.193352,0.731868,-0.372053,-2.581879,1.957341,-82.519318,1
0.4,0.193545,0.732279,-0.372217,-2.581696,1.981048,-82.564865,1
0.433333,0.193381,0.732986,-0.372361,-2.525543,2.044207,-82.657669,1
0.466667,0.193141,0.733463,-0.372541,-2.491914,2.14429,-82.745636,1
0.5,0.193263,0.734068,-0.372719,-2.485139,2.252255,-82.830666,1
0.533333,0.193125,0.734349,-0.372972,-2.427704,2.349933,-82.91246,1
0.566667,0.192893,0.734906,-0.373295,-2.35846,2.47759,-83.07608,1
0.6,0.192355,0.735898,-0.373598,-2.290771,2.711271,-83.378067,1
0.633333,0.191849,0.736575,-0.373816,-2.294495,2.835935,-83.593536,1
0.666667,0.191331,0.737183,-0.373927,-2.330658,2.924632,-83.824944,1
0.7,0.19075,0.737536,-0.374065,-2.373108,3.004149,-84.09874,1
0.733334,0.189964,0.738071,-0.374036,-2.421234,3.025186,-84.386902,1
0.766667,0.18934,0.738787,-0.373947,-2.522949,2.99234,-84.706963,1
0.8,0.188635,0.739571,-0.37399,-2.596222,3.012646,-85.028824,1
0.833334,0.188014,0.740228,-0.374036,-2.691193,3.047179,-85.330948,1
0.866667,0.187024,0.740866,-0.37385,-2.71225,3.062588,-85.593376,1
0.9,0.186639,0.741572,-0.373786,-2.769074,3.027263,-85.82412,1
0.933334,0.186262,0.742294,-0.3736,-2.856263,2.990421,-86.013641,1
0.966667,0.18571,0.742753,-0.373532,-2.9357,2.95071,-86.168434,1
1.0,0.185627,0.743234,-0.373323,-2.961884,2.910487,-86.331444,1
1.033334,0.185086,0.743491,-0.373139,-3.013153,2.831318,-86.52092,1
1.066667,0.18448,0.743745,-0.372964,-2.997987,2.738182,-86.712845,1
1.1,0.184306,0.744091,-0.372714,-2.991212,2.625019,-86.89167,1
1.133334,0.183933,0.744262,-0.372442,-2.985932,2.433548,-87.051041,1
1.166667,0.183546,0.74458,-0.371988,-2.988282,2.172997,-87.17878,1
1.2,0.183213,0.744638,-0.371742,-3.021515,1.842232,-87.306686,1
1.233333,0.182521,0.744564,-0.37143,-3.047517,1.297306,-87.444466,1
1.266667,0.181586,0.744424,-0.370684,-3.125886,0.46782,-87.569969,1
1.3,0.180478,0.744666,-0.369877,-3.236634,-0.608549,-87.736633,1
1.333333,0.179804,0.745405,-0.368909,-3.280092,-1.7504,-87.911102,1
1.366667,0.178807,0.746098,-0.368048,-3.314698,-2.956639,-88.063782,1
1.4,0.177465,0.747656,-0.367225,-3.33905,-4.519652,-88.24482,1
1.433333,0.175891,0.749542,-0.365878,-3.32254,-6.434113,-88.484375,1
1.466667,0.174011,0.752057,-0.363808,-3.257508,-8.587528,-88.697571,1
1.5,0.171842,0.754723,-0.361969,-3.163239,-10.717836,-88.918457,1
1.533333,0.169543,0.757396,-0.359928,-3.126006,-12.795921,-89.12767,1
1.566666,0.167198,0.760265,-0.35728,-3.024933,-14.885406,-89.426292,1
1.6,0.164378,0.762589,-0.354889,-2.747742,-16.642056,-89.955452,1
1.633333,0.161561,0.7654,-0.35219,-2.369231,-18.44668,-90.469971,1
1.666666,0.158842,0.768339,-0.349998,-2.042998,-19.941523,-90.903534,1
1.7,0.155414,0.770386,-0.348709,-1.89682,-20.696135,-91.374153,1
1.733333,0.15214,0.77235,-0.347744,-1.802428,-21.209171,-91.861832,1
1.766666,0.148364,0.774101,-0.34663,-1.694673,-21.720179,-92.306557,1
1.8,0.145025,0.776431,-0.345708,-1.683593,-22.242701,-92.711647,1
1.833333,0.141122,0.77815,-0.345115,-1.857637,-22.521271,-93.116455,1
1.866666,0.136897,0.779015,-0.344391,-2.17621,-22.697872,-93.535553,1
1.899999,0.13254,0.77966,-0.343008,-2.573608,-23.041075,-94.017731,1
1.933333,0.127901,0.780198,-0.340389,-2.952058,-23.83865,-94.540718,1
1.966666,0.122943,0.780415,-0.33671,-3.335053,-25.139711,-95.001457,1
1.999999,0.118233,0.781005,-0.332289,-3.663395,-26.620668,-95.370819,1
2.033333,0.113547,0.781034,-0.327545,-3.950654,-27.969788,-95.624451,1
2.066666,0.109125,0.781095,-0.322305,-4.292266,-29.502037,-95.75869,1
2.099999,0.10443,0.78089,-0.316644,-4.617432,-31.213745,-95.795509,1
2.133333,0.099774,0.780377,-0.310579,-5.006016,-33.045071,-95.769684,1
2.166666,0.095547,0.780697,-0.304074,-5.425693,-35.343353,-95.618279,1
2.199999,0.091714,0.781761,-0.298085,-5.830598,-37.782127,-95.273537,1
2.233333,0.088197,0.782097,-0.293067,-6.113775,-39.547298,-94.911446,1
2.266666,0.085244,0.782639,-0.289043,-6.354736,-40.973682,-94.40313,1
2.299999,0.082481,0.782872,-0.286446,-6.546262,-42.134327,-93.748436,1
2.333333,0.079959,0.782912,-0.28517,-6.891212,-42.612873,-93.019539,1
2.366666,0.077688,0.782922,-0.284644,-7.256537,-42.829788,-92.339279,1
2.399999,0.075837,0.783022,-0.284381,-7.630075,-43.030872,-91.665451,1
2.433332,0.074298,0.784091,-0.284263,-8.09788,-43.170856,-91.031738,1
2.466666,0.073067,0.785465,-0.284112,-8.588455,-43.23526,-90.522766,1
2.499999,0.072125,0.787628,-0.283749,-9.060345,-43.289486,-90.132408,1
2.533332,0.072006,0.790647,-0.283541,-9.303542,-43.153255,-90.016548,1
2.566666,0.072166,0.794665,-0.284315,-9.68672,-42.974728,-89.700508,1
2.599999,0.072889,0.799911,-0.285193,-9.956317,-42.595936,-89.582962,1
2.633332,0.073292,0.805628,-0.286485,-10.15678,-41.952324,-89.646423,1
2.666666,0.074394,0.812035,-0.288119,-10.283373,-41.038231,-89.924377,1
2.699999,0.076076,0.819452,-0.290068,-10.372758,-39.937981,-90.338402,1
2.733332,0.07818,0.827568,-0.291985,-10.432354,-38.883915,-90.826797,1
2.766665,0.080046,0.835953,-0.293852,-10.398973,-37.767784,-91.420837,1
2.799999,0.083195,0.84539,-0.295596,-10.387405,-36.597988,-92.014557,1
2.833332,0.087108,0.855877,-0.297075,-10.303206,-35.427486,-92.553879,1
2.866665,0.09162,0.866755,-0.298854,-10.154587,-33.956203,-93.076721,1
2.899999,0.096387,0.878022,-0.300558,-10.068006,-32.297539,-93.519714,1
2.933332,0.102269,0.890272,-0.302456,-9.971114,-30.488153,-93.938957,1
2.966665,0.109162,0.903162,-0.304833,-9.914655,-28.625908,-94.273796,1
2.999999,0.116418,0.9161,-0.307464,-9.87828,-26.89822,-94.487694,1
3.033332,0.124356,0.9294,-0.312416,-9.9395,-25.718203,-94.595825,1
3.066665,0.13253,0.943154,-0.316867,-9.368606,-24.363611,-94.678764,1
3.099998,0.137458,0.952319,-0.319871,-8.562634,-23.243036,-94.666832,1
3.133332,0.146894,0.969291,-0.326359,-7.013341,-20.7785,-94.57209,1
3.166665,0.15333,0.98131,-0.331394,-5.841831,-18.521109,-94.35141,1
3.199998,0.15917,0.992135,-0.336586,-4.900363,-16.106411,-94.043732,1
3.233332,0.164596,1.001842,-0.341337,-4.399293,-13.773314,-93.634399,1
3.266665,0.169817,1.011016,-0.344883,-4.33005,-12.160639,-93.307404,1
3.299998,0.173895,1.01939,-0.347289,-4.44568,-11.213066,-93.107674,1
3.333332,0.177576,1.026515,-0.349681,-4.51404,-10.353241,-93.045479,1
3.366665,0.180826,1.032793,-0.35196,-4.362642,-9.479981,-93.125114,1
3.399998,0.184015,1.038993,-0.353753,-4.240206,-8.859164,-93.261421,1
3.433331,0.187174,1.044806,-0.355463,-4.185822,-8.184602,-93.445328,1
3.466665,0.189666,1.050844,-0.356549,-3.827393,-7.680513,-93.702393,1
3.499998,0.192108,1.057266,-0.357043,-3.346436,-7.616487,-93.84259,1
3.533331,0.193979,1.064417,-0.357501,-2.855988,-7.785644,-93.750854,1
3.566665,0.195169,1.071885,-0.358559,-2.468903,-7.539244,-93.502449,1
3.599998,0.196394,1.079641,-0.360017,-2.2117,-6.913148,-93.101471,1
3.633331,0.196576,1.087374,-0.361845,-2.056244,-6.083403,-92.496033,1
3.666665,0.195904,1.095018,-0.363875,-1.899994,-5.0087,-91.804352,1
3.699998,0.194136,1.102461,-0.3653,-1.697724,-4.017906,-91.050545,1
3.733331,0.191619,1.11014,-0.36626,-1.539429,-3.212859,-90.317642,1
3.766665,0.187775,1.117393,-0.36661,-1.357605,-2.620969,-89.632828,1
3.799998,0.183383,1.124958,-0.366741,-1.167419,-2.157957,-89.076347,1
3.833331,0.177882,1.132455,-0.366876,-0.991699,-1.584167,-88.722839,1
3.866664,0.171154,1.139795,-0.366763,-0.822083,-1.113792,-88.582428,1
3.899998,0.163433,1.14717,-0.366015,-0.688873,-0.839417,-88.537598,1
3.933331,0.155333,1.154695,-0.36526,-0.627899,-0.504519,-88.642365,1
3.966664,0.146436,1.162381,-0.363761,-0.569061,-0.288965,-88.88134,1
3.999998,0.137501,1.170579,-0.362045,-0.580078,-0.175017,-89.109238,1
4.033331,0.128899,1.179317,-0.359741,-0.836609,-0.33709,-89.433006,1
4.066664,0.120164,1.188054,-0.358451,-1.176147,-0.704835,-89.856201,1
4.099998,0.111243,1.197333,-0.357582,-1.355011,-1.395169,-90.361748,1
4.133331,0.102685,1.206996,-0.356972,-1.489777,-2.150239,-90.960686,1
4.166664,0.094548,1.216721,-0.356982,-1.592194,-2.565856,-91.555939,1
4.199997,0.087111,1.226273,-0.357375,-1.582367,-2.757777,-92.079643,1
4.233331,0.079739,1.235203,-0.357655,-1.463104,-2.794681,-92.553345,1
4.266664,0.072548,1.243472,-0.357647,-1.296082,-2.834528,-93.066681,1
4.299997,0.065506,1.250937,-0.357736,-1.047882,-2.907529,-93.504776,1
4.333331,0.059272,1.257591,-0.358205,-0.798492,-2.844302,-93.776939,1
