t,x,y,z,roll,pitch,yaw,valid
0.0,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.033333,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.066667,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.1,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.133333,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.166667,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.2,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.233333,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.266667,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.3,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.333333,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.366667,-0.602899,-0.645497,-0.580532,0.972525,3.943095,34.65942,1
0.4,-0.603336,-0.64575,-0.580617,0.962556,3.945431,34.640366,1
0.433333,-0.604007,-0.64635,-0.580559,0.973546,3.957876,34.67382,1
0.466667,-0.604722,-0.647347,-0.580391,0.934545,3.983073,34.690742,1
0.5,-0.605161,-0.647677,-0.580617,1.004881,3.991467,34.720802,1
0.533333,-0.605503,-0.64791,-0.580669,1.072545,4.002579,34.755924,1
0.566667,-0.606186,-0.648381,-0.580698,1.03575,4.012299,34.794773,1
0.6,-0.607306,-0.648887,-0.580775,1.06669,4.008781,34.86768,1
0.633333,-0.607617,-0.64893,-0.581044,1.032954,4.075,34.91156,1
0.666667,-0.607683,-0.648832,-0.581213,1.039653,4.101214,34.883335,1
0.7,-0.607954,-0.648704,-0.581392,1.089599,4.144299,34.867779,1
0.733334,-0.608084,-0.648741,-0.581292,1.085652,4.202909,34.854748,1
0.766667,-0.607926,-0.647932,-0.581478,1.093252,4.253097,34.87339,1
0.8,-0.608318,-0.647813,-0.581628,1.117717,4.301496,34.879833,1
0.833334,-0.608601,-0.647879,-0.581733,1.140325,4.357777,34.853371,1
0.866667,-0.609318,-0.647863,-0.581694,1.206365,4.366376,34.790043,1
0.9,-0.609748,-0.648033,-0.581626,1.257897,4.34596,34.735638,1
0.933334,-0.610523,-0.648139,-0.581555,1.294817,4.315054,34.695385,1
0.966667,-0.610699,-0.64773,-0.581342,1.298353,4.231855,34.679699,1
1.0,-0.610828,-0.647253,-0.581135,1.315805,4.151689,34.673271,1
1.033334,-0.610927,-0.646607,-0.58105,1.313205,4.051975,34.642048,1
1.066667,-0.611175,-0.646466,-0.580726,1.414646,3.954427,34.650478,1
1.1,-0.611781,-0.646214,-0.580461,1.440039,3.894833,34.666206,1
1.133334,-0.611637,-0.645641,-0.580159,1.43077,3.78762,34.69997,1
1.166667,-0.611646,-0.644976,-0.580053,1.446688,3.699736,34.746258,1
1.2,-0.612291,-0.645141,-0.580047,1.444561,3.617029,34.743954,1
1.233333,-0.61254,-0.645003,-0.579748,1.463495,3.447046,34.704166,1
1.266667,-0.6129,-0.644466,-0.579244,1.498526,3.214137,34.678596,1
1.3,-0.613419,-0.644409,-0.578655,1.48858,2.864766,34.64373,1
1.333333,-0.613338,-0.643922,-0.577901,1.469471,2.370923,34.580269,1
1.366667,-0.612072,-0.642583,-0.576574,1.440754,1.681053,34.487381,1
1.4,-0.611379,-0.641634,-0.574513,1.467556,0.708427,34.358978,1
1.433333,-0.610413,-0.640516,-0.571928,1.518983,-0.589322,34.225212,1
1.466667,-0.609464,-0.639573,-0.568464,1.613891,-2.208555,34.065186,1
1.5,-0.608555,-0.638789,-0.564481,1.764359,-4.084651,33.910473,1
1.533333,-0.607168,-0.63726,-0.559994,1.89459,-6.186368,33.807247,1
