t,x,y,z,roll,pitch,yaw,valid
0.0,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.033333,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.066667,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.1,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.133333,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.166667,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.2,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.233333,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.266667,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.3,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.333333,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.366667,-0.873099,0.17588,-0.273776,-0.079987,-0.7446,-0.51416,1
0.4,-0.873152,0.175974,-0.273936,-0.043823,-0.705961,-0.583984,1
0.433333,-0.873152,0.175974,-0.273936,-0.043823,-0.705961,-0.583984,1
0.466667,-0.873041,0.176351,-0.27414,0.116551,-0.626123,-0.837341,1
0.5,-0.872891,0.176537,-0.274213,0.187516,-0.625488,-0.986237,1
0.533333,-0.872676,0.176776,-0.274214,0.22174,-0.63781,-1.080963,1
0.566667,-0.872466,0.177093,-0.274202,0.198507,-0.618316,-1.141968,1
0.6,-0.87258,0.177164,-0.27408,0.196717,-0.557371,-1.16153,1
0.633333,-0.872329,0.177409,-0.274195,0.226103,-0.528233,-1.170197,1
0.666667,-0.872294,0.177471,-0.274298,0.273903,-0.523643,-1.177917,1
0.7,-0.872154,0.177717,-0.274295,0.283136,-0.514586,-1.200684,1
0.733334,-0.871924,0.177799,-0.274233,0.295647,-0.50372,-1.216827,1
0.766667,-0.872025,0.17758,-0.274136,0.293289,-0.489287,-1.263855,1
0.8,-0.871887,0.177432,-0.27427,0.304058,-0.482478,-1.32428,1
0.833334,-0.871763,0.177494,-0.27429,0.291642,-0.499724,-1.381073,1
0.866667,-0.871636,0.177519,-0.274145,0.268394,-0.515625,-1.445709,1
0.9,-0.871151,0.177611,-0.27412,0.246987,-0.560431,-1.495025,1
0.933334,-0.87087,0.177558,-0.27408,0.198187,-0.629941,-1.552063,1
0.966667,-0.870552,0.177547,-0.274084,0.156517,-0.657863,-1.600891,1
1.0,-0.870368,0.177466,-0.274023,0.110759,-0.696044,-1.657379,1
1.033334,-0.870252,0.177381,-0.273796,0.08215,-0.760309,-1.719604,1
1.066667,-0.870288,0.177081,-0.273659,0.055126,-0.81549,-1.791351,1
1.1,-0.870132,0.176935,-0.273395,0.008858,-0.89483,-1.863281,1
1.133334,-0.870002,0.176816,-0.273296,-0.035461,-1.004762,-1.946167,1
1.166667,-0.869911,0.176813,-0.273146,-0.065643,-1.106286,-2.035248,1
1.2,-0.870227,0.176458,-0.273077,-0.102295,-1.201294,-2.117645,1
1.233333,-0.870116,0.176556,-0.272818,-0.117188,-1.284424,-2.199676,1
1.266667,-0.870427,0.176253,-0.272617,-0.137756,-1.330043,-2.252594,1
1.3,-0.870371,0.176432,-0.272722,-0.170593,-1.345124,-2.293762,1
1.333333,-0.870373,0.176656,-0.27268,-0.132355,-1.43158,-2.307953,1
1.366667,-0.870679,0.176779,-0.27263,-0.081543,-1.549831,-2.272187,1
1.4,-0.870816,0.176798,-0.272757,-0.002747,-1.687835,-2.202087,1
1.433333,-0.871012,0.17654,-0.272848,0.080302,-1.812527,-2.101837,1
1.466667,-0.871365,0.176577,-0.272673,0.117648,-1.97305,-1.958618,1
1.5,-0.87202,0.176441,-0.272238,0.143553,-2.241149,-1.747467,1
1.533333,-0.872694,0.176196,-0.271789,0.157617,-2.592924,-1.468567,1
1.566666,-0.873422,0.176168,-0.27113,0.19565,-3.036681,-1.114929,1
1.6,-0.874243,0.176002,-0.270359,0.208113,-3.658352,-0.69339,1
1.633333,-0.875265,0.175759,-0.269489,0.229454,-4.341063,-0.163971,1
1.666666,-0.876309,0.17546,-0.26884,0.427122,-4.781426,0.425937,1
1.7,-0.877616,0.17554,-0.26809,0.647903,-5.289667,1.076767,1
1.733333,-0.878777,0.175771,-0.267622,0.986067,-5.863369,1.900715,1
1.766666,-0.880126,0.176043,-0.267095,1.222423,-6.381439,2.821987,1
1.8,-0.881741,0.17676,-0.26664,1.36437,-6.864749,3.84642,1
1.833333,-0.883551,0.177974,-0.266272,1.582406,-7.322236,5.043585,1
1.866666,-0.885572,0.179723,-0.265999,1.766203,-7.545316,6.327433,1
1.899999,-0.887982,0.182151,-0.265714,1.72332,-7.742736,7.668948,1
1.933333,-0.890962,0.185436,-0.265072,1.554858,-8.018006,9.022933,1
1.966666,-0.894823,0.189324,-0.264338,1.293485,-8.35595,10.162,1
1.999999,-0.899964,0.193865,-0.262677,0.903111,-8.971405,11.046145,1
