t,x,y,z,roll,pitch,yaw,valid
0.0,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.033333,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.066667,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.1,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.133333,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.166667,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.2,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.233333,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.266667,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.3,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.333333,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.366667,1.003238,0.55348,-0.35135,0.98522,0.973343,-151.287231,1
0.4,1.002459,0.55348,-0.351237,0.985744,0.929978,-151.406921,1
0.433333,1.001988,0.553371,-0.351135,0.987817,0.87828,-151.433167,1
0.466667,1.001702,0.552938,-0.351038,0.990171,0.857202,-151.42189,1
0.5,1.001353,0.552551,-0.351009,1.002144,0.813223,-151.414001,1
0.533333,1.001037,0.552469,-0.350799,1.017025,0.746751,-151.375778,1
0.566667,1.000366,0.551856,-0.350735,1.068675,0.660233,-151.347824,1
0.6,1.000163,0.551704,-0.350795,1.171463,0.607135,-151.256668,1
0.633333,0.999588,0.551142,-0.35155,1.174428,0.950721,-151.167999,1
0.666667,0.998663,0.550628,-0.3525,1.206532,1.379609,-151.055725,1
0.7,0.997128,0.54981,-0.354728,1.308083,2.44992,-151.083389,1
0.733334,0.995983,0.549474,-0.355136,1.243652,2.852622,-151.212326,1
0.766667,0.995545,0.5493,-0.354643,1.362528,2.458485,-151.301056,1
0.8,0.995024,0.549229,-0.353732,1.37799,1.887372,-151.355072,1
0.833334,0.994556,0.549157,-0.353472,1.253978,1.701653,-151.362839,1
0.866667,0.994153,0.549281,-0.352751,1.254293,1.400619,-151.19899,1
0.9,0.993656,0.549037,-0.351802,1.291186,0.93465,-150.975555,1
0.933334,0.992794,0.548815,-0.351329,1.325582,0.667098,-150.703476,1
0.966667,0.992074,0.548302,-0.350999,1.378778,0.490039,-150.507492,1
1.0,0.991364,0.548079,-0.349844,1.501233,-0.01349,-150.10556,1
1.033334,0.990153,0.547587,-0.34917,1.59614,-0.395721,-149.86879,1
1.066667,0.988847,0.547174,-0.34871,1.648208,-0.651484,-149.661011,1
1.1,0.987663,0.546962,-0.348142,1.68673,-0.924227,-149.477554,1
1.133334,0.986622,0.54694,-0.347482,1.700907,-1.22647,-149.284348,1
1.166667,0.985549,0.547089,-0.347083,1.645134,-1.423213,-149.052185,1
1.2,0.984092,0.546589,-0.346872,1.600712,-1.547543,-148.782364,1
1.233333,0.98279,0.546169,-0.346649,1.559956,-1.680083,-148.483353,1
1.266667,0.981908,0.546251,-0.346421,1.529524,-1.808566,-148.183701,1
1.3,0.980855,0.546221,-0.346075,1.510111,-1.94366,-147.914001,1
1.333333,0.980039,0.546558,-0.345675,1.516588,-2.111444,-147.676239,1
1.366667,0.97906,0.546909,-0.345313,1.515814,-2.270409,-147.464737,1
1.4,0.977796,0.547014,-0.345211,1.511136,-2.374843,-147.25647,1
1.433333,0.97635,0.547215,-0.344964,1.508288,-2.479338,-147.043915,1
1.466667,0.975225,0.548102,-0.3446,1.463706,-2.645537,-146.894806,1
1.5,0.973605,0.548708,-0.344164,1.42679,-2.849486,-146.802719,1
1.533333,0.971732,0.549325,-0.343573,1.344918,-3.106657,-146.797195,1
1.566666,0.96981,0.55047,-0.342671,1.204383,-3.437135,-146.895065,1
1.6,0.967611,0.551568,-0.342112,1.063832,-3.774595,-147.116531,1
1.633333,0.965424,0.553234,-0.341563,0.936722,-4.106931,-147.420258,1
1.666666,0.962945,0.554816,-0.34093,0.759525,-4.465147,-147.826599,1
1.7,0.960292,0.556654,-0.340365,0.564646,-4.720548,-148.30127,1
1.733333,0.957675,0.558696,-0.339662,0.337623,-5.008536,-148.855026,1
1.766666,0.95545,0.5611,-0.338617,0.026961,-5.439275,-149.496994,1
1.8,0.953041,0.563714,-0.337459,-0.260498,-5.950037,-150.246811,1
1.833333,0.95048,0.566203,-0.336324,-0.453919,-6.474117,-151.086243,1
1.866666,0.948339,0.569047,-0.334878,-0.586761,-7.015102,-152.030884,1
1.899999,0.94567,0.571504,-0.333284,-0.745727,-7.703456,-152.997574,1
1.933333,0.943073,0.574236,-0.331573,-0.88034,-8.378476,-153.996017,1
1.966666,0.940542,0.577054,-0.329906,-1.032013,-9.038846,-155.062836,1
1.999999,0.938017,0.579701,-0.327696,-1.229217,-9.899136,-156.127411,1
2.033333,0.935508,0.582157,-0.325002,-1.425934,-10.923344,-157.227692,1
2.066666,0.932493,0.584444,-0.322601,-1.551178,-11.967344,-158.378525,1
2.099999,0.930238,0.586794,-0.320324,-1.687988,-13.004604,-159.625122,1
2.133333,0.927454,0.588076,-0.318873,-1.576446,-13.707636,-160.818756,1
