t,x,y,z,roll,pitch,yaw,valid
0.0,0.914891,0.094005,-0.442275,-3.532685,-15.669157,179.304123,1
0.033333,0.914891,0.094005,-0.442275,-3.532685,-15.669157,179.304123,1
0.066667,0.914891,0.094005,-0.442275,-3.532685,-15.669157,179.304123,1
0.1,0.914891,0.094005,-0.442275,-3.532685,-15.669157,179.304123,1
0.133333,0.914891,0.094005,-0.442275,-3.532685,-15.669157,179.304123,1
0.166667,0.914891,0.094005,-0.442275,-3.532685,-15.669157,179.304123,1
0.2,0.914891,0.094005,-0.442275,-3.532685,-15.669157,179.304123,1
0.233333,0.914831,0.093891,-0.442521,-3.545991,-15.594995,179.281708,1
0.266667,0.914875,0.094046,-0.443289,-3.534088,-15.231566,179.138168,1
0.3,0.91524,0.094563,-0.444412,-3.515778,-14.658842,179.017548,1
0.333333,0.915182,0.094518,-0.446512,-3.440157,-13.712157,178.89653,1
0.366667,0.91498,0.094531,-0.448923,-3.34128,-12.517885,178.737823,1
0.4,0.914596,0.094291,-0.451561,-3.266999,-11.099917,178.613556,1
0.433333,0.914413,0.094311,-0.456994,-3.034791,-8.448452,178.35762,1
0.466667,0.915341,0.094376,-0.462205,-2.68103,-5.970493,177.919952,1
0.5,0.916497,0.094365,-0.464199,-2.512665,-5.053527,177.535446,1
0.533333,0.917446,0.094567,-0.464788,-2.395293,-4.729919,177.198151,1
0.566667,0.918062,0.094781,-0.464981,-2.390015,-4.636407,176.969147,1
0.6,0.91846,0.094812,-0.46474,-2.396942,-4.748996,176.866455,1
0.633333,0.918608,0.094646,-0.464285,-2.475159,-5.028474,176.903549,1
0.666667,0.918632,0.094459,-0.463654,-2.574249,-5.316585,177.00383,1
0.7,0.918513,0.093806,-0.46309,-2.659851,-5.604552,177.169342,1
0.733334,0.91873,0.093542,-0.462404,-2.733002,-5.908387,177.388702,1
0.766667,0.918404,0.092461,-0.461844,-2.746277,-6.233456,177.682831,1
0.8,0.918417,0.091376,-0.461001,-2.722625,-6.665561,178.155731,1
0.833334,0.918693,0.090342,-0.459796,-2.702973,-7.224858,178.881607,1
0.866667,0.918432,0.088021,-0.458034,-2.682617,-7.990597,-179.986328,1
0.9,0.918023,0.084717,-0.455958,-2.674347,-8.912386,-178.296021,1
0.933334,0.918017,0.08145,-0.453432,-2.812409,-10.055328,-176.326706,1
0.966667,0.918033,0.07781,-0.450605,-3.078736,-11.424283,-174.463867,1
1.0,0.918386,0.075384,-0.447651,-3.399232,-12.781435,-172.953461,1
1.033334,0.918498,0.073924,-0.444539,-3.665406,-14.220944,-171.981552,1
1.066667,0.918539,0.072951,-0.441399,-3.784883,-15.704407,-171.503738,1
1.1,0.918617,0.072832,-0.438338,-3.84317,-17.017027,-171.262863,1
1.133334,0.918353,0.073062,-0.435322,-3.823974,-18.227104,-171.183578,1
1.166667,0.917981,0.072611,-0.432857,-3.862276,-19.315119,-171.003113,1
1.2,0.917679,0.072129,-0.43098,-3.961275,-20.120302,-170.711136,1
1.233333,0.917268,0.071648,-0.429953,-4.028534,-20.575958,-170.459198,1
1.266667,0.916974,0.071313,-0.429424,-4.0159,-20.748837,-170.100204,1
1.3,0.916806,0.070757,-0.429298,-4.101411,-20.736174,-169.646118,1
1.333333,0.916512,0.070001,-0.429949,-4.275209,-20.396542,-169.108597,1
1.366667,0.915985,0.068843,-0.431396,-4.454562,-19.697479,-168.659088,1
1.4,0.915276,0.06787,-0.433117,-4.578188,-18.913271,-168.328903,1
