t,x,y,z,roll,pitch,yaw,valid
0.0,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.033333,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.066667,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.1,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.133333,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.166667,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.2,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.233333,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.266667,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.3,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.333333,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.366667,-0.583222,-0.387251,-0.374237,-0.803528,-5.071531,30.066856,1
0.4,-0.583223,-0.387408,-0.37427,-0.817505,-5.064325,29.96652,1
0.433333,-0.583658,-0.388143,-0.374376,-0.833435,-5.035461,29.73703,1
0.466667,-0.583565,-0.388582,-0.37431,-0.869476,-5.031493,29.617361,1
0.5,-0.583501,-0.388651,-0.374333,-0.881714,-5.028781,29.554216,1
0.533333,-0.583448,-0.388491,-0.374303,-0.884552,-5.020175,29.488125,1
0.566667,-0.583345,-0.389035,-0.374205,-0.920227,-5.021302,29.100611,1
0.6,-0.583085,-0.389428,-0.374208,-0.879822,-5.054135,28.927305,1
0.633333,-0.582807,-0.389682,-0.374339,-0.898956,-5.080957,28.677711,1
0.666667,-0.582767,-0.389702,-0.37441,-0.872864,-5.072269,28.584457,1
0.7,-0.582833,-0.38957,-0.374483,-0.853882,-5.080137,28.522356,1
0.733334,-0.582904,-0.389635,-0.374319,-0.796081,-5.107635,28.402767,1
0.766667,-0.58322,-0.38967,-0.374198,-0.752991,-5.124294,28.357742,1
0.8,-0.583581,-0.389424,-0.374272,-0.687225,-5.169217,28.370068,1
0.833334,-0.583847,-0.389174,-0.373966,-0.672974,-5.232089,28.41152,1
0.866667,-0.584171,-0.388657,-0.373824,-0.64328,-5.329494,28.514172,1
0.9,-0.584287,-0.388291,-0.373618,-0.631409,-5.401764,28.677271,1
0.933334,-0.584495,-0.387736,-0.373334,-0.631927,-5.473297,28.879723,1
0.966667,-0.5847,-0.387165,-0.373156,-0.612457,-5.523041,29.125668,1
1.0,-0.585222,-0.386685,-0.37305,-0.58606,-5.542145,29.369099,1
1.033334,-0.585947,-0.386051,-0.373066,-0.583557,-5.541564,29.622423,1
1.066667,-0.586921,-0.385603,-0.373065,-0.598968,-5.531647,29.881212,1
1.1,-0.587123,-0.385038,-0.373198,-0.575928,-5.517454,30.133471,1
1.133334,-0.587563,-0.384504,-0.373158,-0.564911,-5.518041,30.374352,1
1.166667,-0.58803,-0.384103,-0.373074,-0.488129,-5.521183,30.620041,1
1.2,-0.588724,-0.383398,-0.373152,-0.475647,-5.537043,30.8627,1
1.233333,-0.589322,-0.382949,-0.37332,-0.478851,-5.537446,31.139071,1
1.266667,-0.589546,-0.382589,-0.373322,-0.486816,-5.546147,31.327194,1
1.3,-0.5905,-0.382345,-0.373324,-0.49585,-5.550929,31.621302,1
1.333333,-0.591102,-0.381978,-0.373311,-0.489105,-5.622707,31.919725,1
1.366667,-0.592123,-0.381499,-0.373271,-0.522705,-5.711021,32.243645,1
1.4,-0.593453,-0.380899,-0.373299,-0.61615,-5.825133,32.695236,1
1.433333,-0.594938,-0.380053,-0.372814,-0.862671,-6.097992,33.353535,1
1.466667,-0.596516,-0.378458,-0.371877,-0.999054,-6.553409,34.290855,1
1.5,-0.598592,-0.376458,-0.370907,-1.034607,-7.114475,35.554092,1
1.533333,-0.601369,-0.373925,-0.369671,-1.019989,-7.74292,37.059582,1
