t,x,y,z,roll,pitch,yaw,valid
0.0,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.033333,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.066667,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.1,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.133333,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.166667,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.2,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.233333,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.266667,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.3,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.333333,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.366667,-0.419535,-0.554926,-0.404248,-2.095917,4.860622,29.280531,1
0.4,-0.419557,-0.555336,-0.404164,-2.105011,4.857842,29.208574,1
0.433333,-0.419225,-0.555504,-0.404267,-2.163238,4.821833,29.097738,1
0.466667,-0.419214,-0.556248,-0.404393,-2.167938,4.838,29.069298,1
0.5,-0.419311,-0.556748,-0.40457,-2.213012,4.874712,29.086691,1
0.533333,-0.419455,-0.556731,-0.404578,-2.228119,4.886775,29.117142,1
0.566667,-0.419968,-0.557191,-0.404677,-2.239533,4.909424,29.182768,1
0.6,-0.420301,-0.557463,-0.404768,-2.239167,4.948882,29.280573,1
0.633333,-0.420504,-0.557663,-0.405091,-2.244629,5.019308,29.388527,1
0.666667,-0.420864,-0.557855,-0.405286,-2.230591,5.09821,29.496805,1
0.7,-0.42149,-0.558117,-0.405193,-2.220612,5.11853,29.664463,1
0.733334,-0.421907,-0.558014,-0.405311,-2.140656,5.118667,29.882294,1
0.766667,-0.42239,-0.558288,-0.405311,-2.109009,5.106775,30.106602,1
0.8,-0.422624,-0.558217,-0.405278,-2.079406,5.078204,30.320297,1
0.833334,-0.422999,-0.558261,-0.405069,-2.06601,5.038548,30.582369,1
0.866667,-0.422707,-0.557428,-0.40489,-2.054505,4.963102,30.830725,1
0.9,-0.42287,-0.557426,-0.404895,-2.042969,4.863627,31.061106,1
0.933334,-0.423179,-0.557528,-0.404751,-2.033813,4.739147,31.282532,1
0.966667,-0.423491,-0.55756,-0.404478,-2.033936,4.550067,31.545197,1
1.0,-0.423879,-0.557625,-0.404081,-2.024414,4.343413,31.768324,1
1.033334,-0.424261,-0.557648,-0.403684,-1.98996,4.108099,31.952105,1
1.066667,-0.423627,-0.557177,-0.403252,-1.960816,3.811327,32.249722,1
1.1,-0.423533,-0.556858,-0.402682,-1.98056,3.513504,32.553612,1
1.133334,-0.424221,-0.556933,-0.40218,-1.942566,3.25074,32.910191,1
1.166667,-0.425033,-0.556705,-0.40131,-1.746582,2.636733,33.523933,1
1.2,-0.424967,-0.554182,-0.398745,-1.585114,1.250389,34.327412,1
1.233333,-0.426648,-0.553233,-0.395118,-1.416168,-0.880521,35.647175,1
1.266667,-0.429302,-0.552271,-0.390051,-1.314331,-3.780359,37.42284,1
1.3,-0.432264,-0.550911,-0.383828,-1.297974,-7.077209,39.485886,1
1.333333,-0.435997,-0.549435,-0.37747,-1.230041,-10.250146,41.822227,1
1.366667,-0.439947,-0.547692,-0.370621,-1.16739,-13.273311,44.339237,1
1.4,-0.444182,-0.545675,-0.363677,-1.353088,-16.00445,46.924438,1
1.433333,-0.447237,-0.54293,-0.356877,-1.446777,-18.468319,49.503151,1
1.466667,-0.451035,-0.54121,-0.348765,-1.574707,-21.138731,52.027794,1
1.5,-0.456056,-0.541667,-0.340913,-2.023253,-23.953512,54.172832,1
1.533333,-0.458965,-0.541794,-0.336951,-2.35138,-24.593687,55.546867,1
1.566666,-0.46171,-0.543085,-0.33422,-2.631654,-24.409817,56.20731,1
1.6,-0.466551,-0.546477,-0.332354,-2.932005,-24.675259,56.986507,1
1.633333,-0.474525,-0.554478,-0.333082,-2.918487,-23.96649,57.894436,1
1.666666,-0.480705,-0.559241,-0.334859,-2.878296,-22.680107,59.188313,1
1.7,-0.486789,-0.56253,-0.335799,-3.110963,-21.837152,60.934971,1
1.733333,-0.492097,-0.564038,-0.336564,-3.301238,-21.124504,63.037582,1
1.766666,-0.497083,-0.564039,-0.336991,-3.471071,-20.547066,65.404686,1
1.8,-0.501606,-0.5636,-0.336919,-3.6474,-20.358183,67.725571,1
1.833333,-0.504327,-0.562462,-0.337405,-3.883209,-20.300503,69.34301,1
1.866666,-0.505157,-0.56019,-0.339316,-3.898926,-19.714506,70.241043,1
1.899999,-0.504783,-0.557637,-0.342262,-3.866152,-19.112637,70.641884,1
1.933333,-0.503748,-0.554682,-0.345873,-3.718079,-18.681393,70.806938,1
1.966666,-0.50223,-0.551381,-0.350262,-3.434055,-18.062557,71.095757,1
1.999999,-0.501247,-0.548928,-0.353377,-3.291261,-17.680573,71.447922,1
2.033333,-0.501021,-0.547261,-0.354322,-3.137147,-17.691889,72.176567,1
2.066666,-0.501419,-0.54726,-0.354114,-2.951934,-17.952845,73.045181,1
