X,Y,Z,Yaw,Pitch,Roll
-0.063266,0.652526,-0.319497,-104.891006,-12.753015,-1.187347
-0.080875,0.650415,-0.318439,-104.794083,-12.727722,-1.250092
-0.100155,0.648173,-0.317088,-104.527679,-12.658048,-1.279785
-0.120787,0.646471,-0.31565,-104.108788,-12.555909,-1.22229
-0.142421,0.645217,-0.314207,-103.492073,-12.364561,-1.032379
-0.165553,0.643977,-0.312688,-102.654572,-12.176055,-0.72525
-0.189706,0.642752,-0.31054,-101.576561,-11.974578,-0.256897
-0.2148,0.641899,-0.309105,-100.275887,-12.069087,0.352142
-0.240053,0.640218,-0.309081,-98.76886,-12.195582,1.247787
-0.265203,0.63818,-0.308646,-97.073807,-11.830687,1.722766
-0.288732,0.635692,-0.30916,-95.52018,-12.236324,1.834395
-0.310372,0.632058,-0.311203,-93.929024,-12.280209,1.537977
-0.330121,0.626032,-0.314753,-92.396004,-11.870021,1.170938
-0.347961,0.618128,-0.318848,-91.108208,-11.577546,0.876113
-0.363465,0.609878,-0.322155,-90.023506,-11.574889,0.827504
-0.376899,0.601858,-0.323826,-88.897209,-11.814547,0.922754
-0.388847,0.593736,-0.324085,-87.581604,-11.963219,1.073446
-0.399144,0.585349,-0.323634,-86.157707,-11.940454,1.008212
-0.407706,0.577326,-0.322595,-84.655151,-11.767999,0.605946
-0.415061,0.56921,-0.321248,-83.156746,-11.450252,0.09428
-0.420996,0.561329,-0.318948,-81.758438,-11.172816,-0.370301
-0.426033,0.553825,-0.31581,-80.640388,-11.083921,-0.79361
-0.430026,0.547439,-0.312687,-79.869911,-11.053076,-1.419739
-0.434116,0.53971,-0.31675,-79.460312,-12.945981,-1.591889
-0.437794,0.52998,-0.317634,-79.015121,-11.964169,-1.668213
-0.442904,0.523797,-0.317564,-78.487335,-11.558319,-1.160248
-0.448914,0.517143,-0.319009,-77.743195,-12.621,-0.509918
-0.455458,0.509392,-0.321722,-76.972221,-12.110505,-0.180908
-0.461919,0.501478,-0.324107,-76.234978,-11.75998,-0.030823
-0.469654,0.494517,-0.325189,-75.233498,-12.260216,0.025344
