X,Y,Z,Yaw,Pitch,Roll
0.199497,1.158896,-0.357233,-88.769577,-18.415493,0.567469
0.205564,1.157668,-0.356638,-89.312843,-18.496363,0.654267
0.212963,1.156402,-0.355976,-89.86808,-18.565554,0.974205
0.221297,1.15537,-0.354995,-90.49144,-18.835625,1.288485
0.230605,1.154091,-0.353808,-90.980354,-19.142204,1.689592
0.24104,1.153095,-0.352025,-91.225037,-19.502068,2.031538
0.252235,1.152121,-0.349759,-91.297028,-19.974335,2.111891
0.26465,1.15194,-0.346948,-91.30143,-20.594965,1.979031
0.277716,1.151612,-0.343789,-91.338776,-21.572079,1.551577
0.291143,1.151234,-0.339827,-91.505798,-22.670319,0.699006
0.304773,1.150592,-0.33614,-91.896721,-23.95285,-0.148804
0.318573,1.150597,-0.332516,-92.55014,-25.260708,-0.746428
0.331734,1.149894,-0.329682,-93.360359,-26.15325,-1.201355
0.344737,1.149212,-0.327302,-94.319298,-26.722868,-1.689605
0.357042,1.147846,-0.325847,-95.389908,-26.973207,-1.931334
0.369184,1.146461,-0.325235,-96.415871,-27.393059,-2.019958
0.380512,1.145405,-0.325161,-97.46888,-27.82373,-2.022249
0.39116,1.144287,-0.325354,-98.406693,-27.963127,-1.670346
0.401226,1.142767,-0.326232,-99.219841,-27.89081,-1.48355
0.411066,1.141935,-0.326792,-100.054138,-27.739124,-1.673612
0.420633,1.141472,-0.32698,-100.930489,-27.86215,-2.162509
0.429604,1.141355,-0.326939,-101.871063,-28.14813,-2.600344
0.437886,1.14101,-0.326891,-102.81472,-28.493219,-2.852752
0.44568,1.141032,-0.326671,-103.814987,-28.894314,-2.937989
0.452792,1.14133,-0.326261,-104.834877,-29.260406,-2.731081
0.459526,1.141746,-0.32629,-105.781998,-29.619223,-2.425874
0.465479,1.142629,-0.326619,-106.684578,-29.944395,-2.156859
0.470677,1.14333,-0.327432,-107.54821,-30.031363,-1.93933
0.474834,1.144201,-0.32871,-108.395546,-29.854858,-1.759733
0.477689,1.145129,-0.330145,-109.316315,-29.559261,-1.590759
