X,Y,Z,Yaw,Pitch,Roll
0.502533,-0.69351,-0.476744,124.953171,-22.966852,-3.92279
0.505932,-0.690594,-0.474899,124.172569,-23.420773,-4.242006
0.50929,-0.687822,-0.473659,123.417084,-23.766598,-4.518831
0.512982,-0.684952,-0.472579,122.709984,-24.080841,-4.848239
0.516629,-0.681975,-0.471804,122.035294,-24.186859,-5.13651
0.520235,-0.679106,-0.471267,121.432709,-24.163815,-5.377934
0.523336,-0.676422,-0.470818,120.998405,-24.056915,-5.758152
0.526394,-0.674076,-0.470741,120.669083,-23.96759,-6.116735
0.529383,-0.671722,-0.470705,120.461319,-23.933561,-6.353977
0.531723,-0.66974,-0.471045,120.29361,-23.830017,-6.484688
0.533887,-0.667881,-0.471238,120.166145,-23.784391,-6.582984
0.536056,-0.666367,-0.471415,120.122841,-23.780546,-6.522006
0.537733,-0.665002,-0.472326,120.083458,-23.719046,-6.370396
0.539258,-0.662995,-0.473331,120.065018,-23.614462,-6.198797
0.540017,-0.660998,-0.474498,120.106682,-23.388731,-5.919559
0.539653,-0.658633,-0.475514,120.215912,-23.111753,-5.54923
0.538991,-0.655736,-0.476523,120.402786,-22.788931,-5.167361
0.536888,-0.652705,-0.477575,120.611351,-22.600883,-4.785771
0.533731,-0.64953,-0.478114,120.794769,-22.502556,-4.362796
0.529311,-0.646164,-0.47869,120.915955,-22.42627,-3.900332
0.52423,-0.642767,-0.478784,120.962204,-22.413565,-3.304565
0.517803,-0.638832,-0.479446,120.956017,-22.373226,-2.463899
0.510638,-0.634485,-0.480276,120.872864,-22.287897,-1.482208
0.502686,-0.630634,-0.480538,120.749512,-22.476894,-0.568116
0.494322,-0.626909,-0.480865,120.624641,-22.7174,0.397745
0.485544,-0.623033,-0.48124,120.516251,-22.97192,1.382795
0.476943,-0.619213,-0.481358,120.472412,-23.183472,2.324569
0.468428,-0.615714,-0.480961,120.397675,-23.269436,3.207491
0.459539,-0.612471,-0.479556,120.208862,-23.456657,4.18306
0.451247,-0.609891,-0.476924,119.968636,-23.609798,5.314536
