X,Y,Z,Yaw,Pitch,Roll
0.038486,-0.900788,-0.38775,73.817581,-3.223719,0.781472
0.044319,-0.89434,-0.387823,74.966454,-3.179501,0.924779
0.050328,-0.888384,-0.387415,76.098183,-3.282015,1.164678
0.056786,-0.882372,-0.38657,77.147804,-3.503935,1.363817
0.063338,-0.876362,-0.386071,78.154556,-3.605896,1.585775
0.070268,-0.869993,-0.386108,79.095718,-3.61819,1.68987
0.077618,-0.863006,-0.386597,79.894829,-3.786281,1.52803
0.084613,-0.85652,-0.386944,80.560646,-4.099336,1.138837
0.09143,-0.850329,-0.38709,81.087425,-4.35721,0.659545
0.098089,-0.84406,-0.38687,81.677055,-4.437587,0.391174
0.104975,-0.837942,-0.38648,82.329819,-4.408258,0.267533
0.111941,-0.832023,-0.385894,83.017281,-4.572873,0.203963
0.119202,-0.826455,-0.385039,83.74115,-5.07132,0.063907
0.126941,-0.82133,-0.384526,84.532776,-5.575312,-0.038422
0.135107,-0.816391,-0.384254,85.386307,-5.926418,-0.057556
0.14396,-0.811404,-0.383951,86.197784,-6.09134,-0.126556
0.153383,-0.806419,-0.383445,86.979897,-6.156835,-0.327575
0.163301,-0.801364,-0.382343,87.77076,-6.204257,-0.492676
0.173801,-0.796506,-0.380914,88.559563,-6.302031,-0.646881
0.184998,-0.791819,-0.379122,89.337685,-6.375244,-0.792084
0.196671,-0.787878,-0.3773,90.285355,-6.689849,-0.734436
0.20884,-0.784443,-0.375468,91.335037,-6.987215,-0.709107
0.221981,-0.781303,-0.374776,92.416801,-7.288269,-0.67044
0.236736,-0.777247,-0.375277,93.496918,-7.551081,-0.723663
0.25202,-0.772774,-0.375733,94.476181,-7.470328,-0.884278
0.266995,-0.768736,-0.37563,95.313858,-7.259978,-1.095551
0.281332,-0.76569,-0.375285,96.088287,-7.229919,-1.102966
0.296041,-0.762273,-0.374989,96.884613,-7.349304,-1.020538
0.30979,-0.758475,-0.374695,97.747757,-7.544558,-0.916657
0.322284,-0.755136,-0.374781,98.711693,-7.845428,-0.76065
