X,Y,Z,Yaw,Pitch,Roll
-0.43915,0.564154,-0.488493,-59.155037,-22.036983,-4.121767
-0.456024,0.563673,-0.490747,-57.760094,-21.548645,-3.830904
-0.472613,0.561288,-0.492,-56.607464,-21.066986,-3.725832
-0.487983,0.55797,-0.492645,-55.71513,-20.648802,-3.539125
-0.502958,0.55328,-0.492671,-54.938103,-20.334196,-3.358735
-0.516787,0.54751,-0.491851,-54.233032,-20.139372,-3.144471
-0.529428,0.541024,-0.49097,-53.477047,-19.76977,-2.956484
-0.540909,0.533485,-0.490083,-52.647083,-19.382935,-2.75769
-0.551333,0.525286,-0.488608,-51.881371,-18.927061,-2.473419
-0.560286,0.515774,-0.487375,-51.154339,-18.19552,-2.285767
-0.567852,0.505816,-0.486142,-50.475697,-17.339684,-2.181459
-0.574909,0.494813,-0.484563,-49.974434,-16.654234,-2.108429
-0.580492,0.484292,-0.482877,-49.614937,-16.148956,-1.888945
-0.586423,0.472762,-0.480916,-49.28006,-15.882962,-1.211945
-0.59247,0.461175,-0.479798,-48.991238,-15.887238,-0.40039
-0.597967,0.449121,-0.482511,-48.509045,-16.863586,0.595961
-0.604344,0.437118,-0.485574,-47.938087,-17.43786,1.183613
-0.609985,0.424993,-0.490672,-47.392925,-17.457422,1.707529
-0.615503,0.412192,-0.495466,-46.890125,-16.853361,2.017766
-0.621038,0.39854,-0.49967,-46.442417,-15.961577,2.292224
-0.626567,0.384192,-0.503264,-46.006821,-15.143731,2.6278
-0.632418,0.369305,-0.505163,-45.608971,-14.737846,2.503887
-0.639022,0.35415,-0.506389,-45.240276,-14.915309,2.180132
-0.644755,0.340582,-0.506761,-44.891926,-15.483669,1.691977
-0.650822,0.326855,-0.507154,-44.348236,-16.021574,1.21927
-0.657518,0.313061,-0.507708,-43.611507,-16.239101,0.895073
-0.664251,0.29909,-0.508343,-42.887585,-15.819304,0.909138
-0.671242,0.284451,-0.508185,-42.103439,-15.138997,0.942634
-0.678948,0.269352,-0.506933,-41.322395,-14.635954,0.748796
-0.686926,0.254131,-0.504593,-40.579742,-14.305633,0.515363
