X,Y,Z,Yaw,Pitch,Roll
0.914891,0.094005,-0.442275,179.304123,-15.669157,-3.532685
0.914891,0.094005,-0.442275,179.304123,-15.669157,-3.532685
0.914891,0.094005,-0.442275,179.304123,-15.669157,-3.532685
0.914891,0.094005,-0.442275,179.304123,-15.669157,-3.532685
0.914891,0.094005,-0.442275,179.304123,-15.669157,-3.532685
0.914891,0.094005,-0.442275,179.304123,-15.669157,-3.532685
0.914891,0.094005,-0.442275,179.304123,-15.669157,-3.532685
0.914831,0.093891,-0.442521,179.281708,-15.594995,-3.545991
0.914875,0.094046,-0.443289,179.138168,-15.231566,-3.534088
0.91524,0.094563,-0.444412,179.017548,-14.658842,-3.515778
0.915182,0.094518,-0.446512,178.89653,-13.712157,-3.440157
0.91498,0.094531,-0.448923,178.737823,-12.517885,-3.34128
0.914596,0.094291,-0.451561,178.613556,-11.099917,-3.266999
0.914413,0.094311,-0.456994,178.35762,-8.448452,-3.034791
0.915341,0.094376,-0.462205,177.919952,-5.970493,-2.68103
0.916497,0.094365,-0.464199,177.535446,-5.053527,-2.512665
0.917446,0.094567,-0.464788,177.198151,-4.729919,-2.395293
0.918062,0.094781,-0.464981,176.969147,-4.636407,-2.390015
0.91846,0.094812,-0.46474,176.866455,-4.748996,-2.396942
0.918608,0.094646,-0.464285,176.903549,-5.028474,-2.475159
0.918632,0.094459,-0.463654,177.00383,-5.316585,-2.574249
0.918513,0.093806,-0.46309,177.169342,-5.604552,-2.659851
0.91873,0.093542,-0.462404,177.388702,-5.908387,-2.733002
0.918404,0.092461,-0.461844,177.682831,-6.233456,-2.746277
0.918417,0.091376,-0.461001,178.155731,-6.665561,-2.722625
0.918693,0.090342,-0.459796,178.881607,-7.224858,-2.702973
0.918432,0.088021,-0.458034,-179.986328,-7.990597,-2.682617
0.918023,0.084717,-0.455958,-178.296021,-8.912386,-2.674347
0.918017,0.08145,-0.453432,-176.326706,-10.055328,-2.812409
0.918033,0.07781,-0.450605,-174.463867,-11.424283,-3.078736
