X,Y,Z,Yaw,Pitch,Roll
-1.466886,-0.401594,-0.384528,114.042725,-7.230868,-4.408876
-1.461063,-0.387439,-0.383912,109.552765,-6.990261,-4.714358
-1.454123,-0.373213,-0.384124,104.875481,-6.655671,-4.85892
-1.446787,-0.359988,-0.383565,100.169731,-6.658205,-5.185947
-1.439518,-0.34763,-0.383145,95.537521,-6.574303,-5.508579
-1.432877,-0.336503,-0.383874,91.161674,-6.447289,-5.650118
-1.426065,-0.326763,-0.384145,87.014008,-6.936706,-5.403202
-1.419854,-0.317098,-0.383863,83.551414,-7.975161,-5.156773
-1.415213,-0.308307,-0.383563,80.764061,-8.711216,-5.017978
-1.412537,-0.300226,-0.382825,78.860886,-9.463315,-4.705508
-1.411655,-0.292863,-0.38302,77.670769,-9.675714,-4.310395
-1.412424,-0.285714,-0.383972,77.151978,-9.420469,-3.97986
-1.414356,-0.279273,-0.386055,77.102898,-8.736631,-3.579408
-1.418142,-0.273011,-0.389281,77.703232,-7.809597,-3.482514
-1.422689,-0.26751,-0.39215,78.538521,-6.937771,-3.195648
-1.427567,-0.262067,-0.394843,79.431343,-6.054348,-3.049775
-1.431806,-0.256365,-0.396955,79.815132,-5.171204,-2.964661
-1.435622,-0.251254,-0.398328,79.591331,-4.374633,-2.638214
-1.439129,-0.245723,-0.399879,78.761772,-3.372406,-1.962982
-1.442439,-0.239692,-0.401275,77.56839,-2.463868,-1.434509
-1.445338,-0.233844,-0.40219,75.74942,-1.753692,-1.04126
-1.448617,-0.228219,-0.402488,73.755768,-1.093623,-0.737183
-1.452042,-0.221645,-0.403302,71.720795,-0.318239,-0.713409
-1.456448,-0.214213,-0.403248,69.973167,0.174382,-1.014648
-1.461291,-0.207073,-0.403004,68.491928,0.448791,-1.042084
-1.466824,-0.199588,-0.404064,66.884018,1.100364,-0.774567
-1.472073,-0.19208,-0.404203,64.972618,1.422599,-0.488281
-1.476971,-0.185368,-0.403819,62.436642,1.629751,-0.81543
-1.481336,-0.178759,-0.40356,59.323387,1.817616,-1.446564
-1.485157,-0.172087,-0.404007,55.737869,1.731651,-2.244263
