X,Y,Z,Yaw,Pitch,Roll
0.658196,-0.336913,-0.3305,-148.867615,-13.826686,-1.868011
0.647936,-0.349854,-0.332614,-150.071579,-12.988,-1.671386
0.637362,-0.363371,-0.334591,-151.253952,-12.104822,-1.873993
0.627355,-0.376362,-0.335522,-152.392105,-11.882896,-1.811829
0.618115,-0.388816,-0.336525,-153.503082,-12.010587,-1.71405
0.609193,-0.401127,-0.337909,-154.725098,-12.004029,-1.647888
0.600695,-0.413035,-0.339667,-155.99556,-11.866572,-1.483124
0.592855,-0.424978,-0.341277,-157.23053,-11.704157,-1.310272
0.585928,-0.437072,-0.342607,-158.291962,-11.541011,-1.248596
0.579526,-0.449406,-0.343203,-159.109268,-11.346828,-1.300507
0.574063,-0.461778,-0.342745,-159.646805,-11.198757,-1.371948
0.569854,-0.473823,-0.34183,-159.948761,-11.308102,-1.568634
0.566326,-0.486104,-0.341191,-160.185913,-11.329521,-2.140991
0.562567,-0.498228,-0.341882,-160.446442,-11.218414,-2.826539
0.558611,-0.510284,-0.342262,-160.518051,-10.957242,-3.125733
0.553982,-0.522429,-0.342277,-160.449829,-10.68497,-3.372254
0.548896,-0.534879,-0.342848,-160.154892,-10.629946,-3.676637
0.542865,-0.54742,-0.343782,-159.405685,-10.743833,-3.628175
0.536517,-0.560224,-0.344173,-158.235504,-11.102957,-3.732483
0.529874,-0.573517,-0.344366,-156.72879,-11.485563,-4.000489
0.522999,-0.587359,-0.345317,-154.658066,-11.602838,-4.047884
0.516032,-0.601412,-0.346365,-152.200027,-11.696466,-4.103272
0.508883,-0.615625,-0.346979,-149.563751,-11.722714,-4.23224
0.49974,-0.630242,-0.346545,-146.71254,-11.592525,-4.359743
0.491767,-0.645208,-0.346626,-143.617722,-11.35327,-4.472232
0.482417,-0.660673,-0.345607,-140.133789,-11.359745,-4.526857
0.472914,-0.675875,-0.34396,-136.393661,-11.573516,-4.49164
0.462531,-0.691018,-0.342108,-132.426331,-11.665341,-4.271212
0.451993,-0.705832,-0.339922,-127.991837,-11.800018,-3.992586
0.440933,-0.71982,-0.33793,-123.352646,-12.086026,-3.672364
