X,Y,Z,Yaw,Pitch,Roll
0.281738,-0.701084,-0.54547,109.972252,-13.888616,-2.960846
0.280844,-0.701616,-0.546962,111.966507,-13.255429,-3.486849
0.279849,-0.701877,-0.548434,113.84861,-12.663143,-3.950867
0.279356,-0.702123,-0.549536,115.681404,-12.108368,-4.351014
0.278821,-0.702547,-0.550662,117.432884,-11.624237,-4.713104
0.279179,-0.703029,-0.551464,119.089493,-11.233243,-5.014956
0.279977,-0.703117,-0.552528,120.636009,-10.708308,-5.272952
0.280627,-0.702855,-0.55386,122.028236,-10.148322,-5.462251
0.281881,-0.702573,-0.555682,123.668762,-9.386687,-5.480684
0.282509,-0.702383,-0.556382,124.394211,-8.999327,-5.475589
0.283315,-0.70214,-0.557054,125.350388,-8.580903,-5.4314
0.285089,-0.701674,-0.557506,126.476044,-8.171597,-5.437625
0.286112,-0.701524,-0.55767,127.201691,-7.852873,-5.526065
0.287311,-0.7015,-0.557844,127.872925,-7.649074,-5.738071
0.287796,-0.701895,-0.558666,128.544128,-7.315487,-6.031803
0.288198,-0.70214,-0.559881,129.139023,-6.780759,-6.268255
0.288307,-0.702352,-0.560966,129.621048,-6.240443,-6.346074
0.288726,-0.702392,-0.56168,129.963882,-5.926821,-6.339239
0.289008,-0.702111,-0.561659,130.160553,-5.892144,-6.357426
0.288867,-0.70217,-0.561132,130.335007,-6.085992,-6.31116
0.288727,-0.702014,-0.560583,130.482407,-6.350586,-6.362461
0.288337,-0.701843,-0.560369,130.483398,-6.469972,-6.358159
0.28792,-0.701616,-0.560091,130.403229,-6.663327,-6.214361
0.287878,-0.701058,-0.560145,130.218811,-6.682459,-6.142033
0.287549,-0.700505,-0.560184,129.920044,-6.63449,-6.143742
0.287626,-0.699769,-0.560121,129.568298,-6.690402,-6.033573
0.287559,-0.699355,-0.559545,129.165771,-6.893587,-5.961063
0.287628,-0.698378,-0.559194,128.692673,-7.081813,-5.966893
0.287582,-0.697725,-0.558971,128.19133,-7.21509,-5.905796
0.287522,-0.696856,-0.55893,127.70636,-7.264008,-5.827365
