X,Y,Z,Yaw,Pitch,Roll
0.526458,-1.053912,-0.252842,-162.656265,-11.433497,-4.503969
0.514812,-1.062158,-0.251961,-165.781479,-11.857146,-4.392
0.503209,-1.068732,-0.251176,-168.732666,-12.506349,-3.950166
0.491534,-1.074543,-0.251116,-171.300461,-13.171869,-3.779388
0.479759,-1.079798,-0.251995,-173.21405,-13.448847,-3.584412
0.467678,-1.085206,-0.253199,-174.564346,-13.107146,-3.840882
0.455317,-1.090232,-0.253433,-175.642487,-12.812717,-4.201844
0.442851,-1.094368,-0.252801,-176.646118,-12.628384,-4.242311
0.430816,-1.097548,-0.251038,-177.503021,-12.531034,-4.012514
0.418696,-1.099715,-0.248512,-178.410721,-12.386595,-3.806671
0.407485,-1.100498,-0.245559,-179.238754,-12.48189,-3.132843
0.395743,-1.100309,-0.245458,-179.831924,-12.780089,-2.70221
0.383115,-1.099809,-0.248098,179.619492,-12.423485,-2.733399
0.372102,-1.098583,-0.249065,178.971649,-12.49801,-2.631744
0.361707,-1.097011,-0.249761,178.132874,-12.186033,-2.513398
0.350867,-1.09548,-0.25096,177.153839,-11.753778,-2.779632
0.340857,-1.093867,-0.25175,175.878433,-11.656824,-3.174775
0.331169,-1.092358,-0.252489,174.483475,-11.84033,-3.325867
0.322525,-1.091128,-0.252996,172.986694,-12.135217,-3.283326
0.314429,-1.090175,-0.254085,171.266022,-12.114836,-3.26352
0.306871,-1.089522,-0.254936,169.289948,-11.698242,-3.351166
0.299956,-1.089273,-0.254924,167.06163,-11.407413,-3.349121
0.293787,-1.089359,-0.254261,164.407379,-11.394197,-3.459749
0.288208,-1.09023,-0.253796,161.482544,-11.27462,-3.546021
0.283059,-1.091835,-0.252932,158.387894,-11.030816,-3.509735
0.278302,-1.094596,-0.252236,155.294449,-10.825316,-3.445343
0.273129,-1.098259,-0.252119,152.110718,-10.56732,-3.450746
0.267857,-1.102995,-0.252057,148.897522,-10.169496,-3.78412
0.262881,-1.108604,-0.25206,145.632675,-9.818533,-4.335969
0.257879,-1.114975,-0.252177,142.253922,-9.747615,-4.832674
