X,Y,Z,Yaw,Pitch,Roll
0.758593,0.182383,-0.409957,160.990128,-42.754108,-27.429548
0.756813,0.181134,-0.406255,161.271912,-43.511806,-27.882744
0.75408,0.180079,-0.405352,161.455383,-43.104877,-27.828714
0.75069,0.180061,-0.405947,161.032776,-41.651958,-27.494513
0.747442,0.179734,-0.407081,160.715332,-40.308193,-27.421738
0.745247,0.179133,-0.408071,160.782349,-39.629078,-27.667984
0.743042,0.177734,-0.408971,161.224182,-39.379513,-27.990889
0.740284,0.176276,-0.40998,161.729858,-39.111256,-28.432787
0.73641,0.175664,-0.411375,161.923416,-38.533436,-28.611166
0.731609,0.175702,-0.412613,161.807877,-37.666138,-28.576689
0.72651,0.175913,-0.413628,161.760941,-36.898399,-28.441423
0.721078,0.175867,-0.41417,161.891251,-36.23703,-28.302031
0.715327,0.175334,-0.414775,162.092804,-35.557785,-28.104113
0.709119,0.175062,-0.416429,162.448914,-34.473202,-27.975243
0.703368,0.17413,-0.417978,163.14064,-33.500546,-27.902636
0.698,0.173259,-0.419062,164.17511,-32.473778,-28.222582
0.692809,0.172413,-0.419663,165.406143,-31.426422,-28.875486
0.687493,0.172262,-0.41943,166.813446,-30.07748,-29.833473
0.682795,0.172832,-0.418126,168.101959,-28.608423,-31.00441
0.679075,0.17473,-0.416503,169.308624,-27.237392,-32.291702
0.67582,0.177154,-0.414592,170.790421,-26.161249,-33.839367
0.673721,0.180041,-0.412758,172.232956,-25.345608,-35.480442
0.67235,0.184256,-0.412066,173.483948,-24.341366,-37.270695
0.672083,0.189355,-0.411737,174.45787,-23.281826,-38.77182
0.671929,0.19586,-0.411824,175.046066,-21.915159,-39.854137
0.671744,0.203057,-0.411333,175.201889,-20.775658,-40.891804
0.672125,0.210893,-0.409776,175.207504,-19.915131,-41.9193
0.672556,0.219003,-0.407069,175.346909,-19.399929,-42.783379
0.672902,0.227657,-0.403087,175.597992,-19.342644,-43.515564
0.673641,0.236592,-0.398394,175.978195,-19.600456,-44.555515
