X,Y,Z,Yaw,Pitch,Roll
-0.662904,-0.320462,-0.337922,73.309052,-20.571531,-1.385832
-0.666575,-0.317643,-0.336953,75.662964,-20.916462,-1.5477
-0.670304,-0.314965,-0.335947,77.889481,-21.253601,-1.562834
-0.673383,-0.311988,-0.335198,80.033485,-21.598055,-1.438263
-0.67681,-0.309042,-0.334042,82.200233,-21.983366,-1.203002
-0.680255,-0.305754,-0.332618,84.444954,-22.315859,-1.003478
-0.684153,-0.30258,-0.330479,86.777702,-22.597872,-0.906707
-0.688111,-0.299004,-0.328075,89.109436,-22.897757,-1.000825
-0.691999,-0.294955,-0.325262,91.289642,-23.287291,-1.292843
-0.695997,-0.290472,-0.322933,93.206726,-23.678154,-1.688229
-0.69996,-0.284936,-0.321193,94.790421,-24.127197,-2.07364
-0.703716,-0.278735,-0.320183,95.979958,-24.582211,-2.276001
-0.707888,-0.272139,-0.319661,96.84108,-24.90457,-2.347839
-0.712171,-0.264368,-0.31956,97.504082,-24.994011,-2.282227
-0.717027,-0.25637,-0.319547,98.108971,-24.720003,-2.240603
-0.722354,-0.247518,-0.319238,98.755669,-24.384422,-2.327697
-0.728644,-0.238553,-0.318687,99.401665,-23.910646,-2.512482
-0.735626,-0.228811,-0.319145,100.113197,-23.718103,-2.871948
-0.742893,-0.218403,-0.319935,100.735535,-23.535212,-3.126861
-0.749448,-0.207321,-0.321412,101.146439,-23.257599,-3.251221
-0.756007,-0.195981,-0.32234,101.388992,-22.906767,-3.447477
-0.761533,-0.183448,-0.323313,101.369476,-22.552771,-3.678528
-0.767329,-0.171299,-0.323645,101.131477,-22.580351,-3.894379
-0.771773,-0.158938,-0.323907,100.765816,-22.917564,-4.108825
-0.776114,-0.146774,-0.324233,100.283981,-23.182522,-4.280611
-0.7801,-0.134312,-0.325343,99.701424,-23.092308,-4.258726
-0.783942,-0.121233,-0.326783,99.097748,-22.884609,-4.091464
-0.787113,-0.107873,-0.32773,98.468071,-22.702633,-3.876648
-0.790247,-0.094232,-0.328539,97.917336,-22.467005,-3.830656
-0.793175,-0.08067,-0.328777,97.439705,-22.386162,-3.811158
