X,Y,Z,Yaw,Pitch,Roll
1.258716,1.135177,-0.33177,-49.852509,-7.464016,-1.203858
1.26824,1.130951,-0.331813,-50.568497,-7.9498,-1.219208
1.27833,1.126624,-0.33212,-51.212303,-8.150723,-1.268219
1.289106,1.122671,-0.332188,-51.816639,-8.139311,-1.227722
1.298882,1.117282,-0.331863,-52.257343,-8.2341,-1.169648
1.308168,1.111276,-0.330959,-52.650345,-8.445378,-1.081421
1.316976,1.104483,-0.329804,-53.040913,-8.644192,-0.963867
1.325156,1.09654,-0.328966,-53.414593,-8.562653,-0.816956
1.333138,1.087929,-0.32839,-53.736084,-8.333923,-0.675537
1.340894,1.078639,-0.327686,-53.977875,-8.140225,-0.542297
1.348163,1.068576,-0.32655,-54.071053,-8.034672,-0.388214
1.355461,1.058457,-0.325018,-53.955681,-8.061672,-0.232392
1.362128,1.047993,-0.322856,-53.604191,-8.201786,-0.216187
1.367507,1.036834,-0.320221,-53.063156,-8.331635,-0.287201
1.372794,1.026019,-0.317934,-52.390675,-8.301637,-0.307068
1.377776,1.014443,-0.318053,-51.726669,-7.826693,-0.323273
1.382696,1.00197,-0.320252,-51.296989,-7.203035,-0.493255
1.387664,0.989007,-0.323471,-51.132008,-6.669919,-0.577881
1.392546,0.975478,-0.326716,-51.22374,-6.426019,-0.479217
1.397066,0.961475,-0.328826,-51.461807,-6.260223,-0.217743
1.401817,0.947468,-0.329599,-51.69997,-6.007199,0.097849
1.407105,0.934135,-0.329361,-51.831043,-5.976258,0.319831
1.412711,0.921389,-0.328634,-51.878986,-6.342739,0.297524
1.418302,0.909431,-0.328305,-51.829735,-7.062039,0.131565
1.424182,0.898311,-0.328352,-51.792046,-7.853877,0.002212
1.430216,0.88735,-0.329258,-51.858727,-8.192989,-0.023803
1.436132,0.876806,-0.330729,-52.022961,-7.808558,0.075047
1.442432,0.866683,-0.33171,-52.246662,-7.279636,0.187051
1.449116,0.857309,-0.33183,-52.47221,-6.856567,0.257091
1.45585,0.848093,-0.331605,-52.718575,-6.666688,0.293784
