X,Y,Z,Yaw,Pitch,Roll
0.65788,-0.906339,-0.336018,131.745514,-13.88546,-4.188997
0.667845,-0.901946,-0.336112,132.214081,-13.742613,-4.357026
0.686931,-0.893516,-0.335815,132.935852,-13.624205,-4.687684
0.700775,-0.887649,-0.335368,133.386566,-13.679406,-4.814058
0.713961,-0.88173,-0.335061,133.810699,-13.783348,-4.976169
0.72638,-0.87627,-0.335352,134.274933,-13.996368,-5.116823
0.737925,-0.871069,-0.33622,134.883652,-14.143245,-5.171938
0.74876,-0.866379,-0.337127,135.604843,-14.229366,-5.202517
0.759054,-0.861835,-0.337916,136.360016,-14.369932,-5.30817
0.768965,-0.857463,-0.338431,137.099365,-14.438384,-5.4361
0.77886,-0.853022,-0.338542,137.755981,-14.50006,-5.64301
0.788289,-0.848675,-0.338616,138.302338,-14.533843,-5.967625
0.796885,-0.844327,-0.338518,138.729797,-14.605102,-6.279636
0.804986,-0.839899,-0.338255,139.092178,-14.646971,-6.489385
0.81267,-0.835526,-0.337963,139.4077,-14.720006,-6.688207
0.819529,-0.831553,-0.337539,139.687393,-14.850947,-6.880254
0.825594,-0.827629,-0.337326,139.926956,-14.973351,-7.037022
0.830822,-0.823634,-0.337037,140.115158,-15.068087,-7.164407
0.835598,-0.819687,-0.336978,140.274887,-15.175232,-7.209051
0.839292,-0.815897,-0.337186,140.375168,-15.254113,-7.213904
0.841793,-0.81203,-0.33743,140.440948,-15.319301,-7.207739
0.843646,-0.808015,-0.33802,140.507797,-15.341001,-7.197974
0.844388,-0.803809,-0.338377,140.550247,-15.359005,-7.29392
0.844351,-0.799197,-0.338654,140.574966,-15.378963,-7.492285
0.842879,-0.794935,-0.338988,140.579193,-15.484797,-7.753059
0.84044,-0.790869,-0.339302,140.536896,-15.666492,-8.059276
0.837484,-0.786959,-0.339605,140.442581,-15.803527,-8.255653
0.833366,-0.783417,-0.339624,140.273605,-15.965116,-8.330361
0.828539,-0.780292,-0.339553,140.011871,-16.089172,-8.312877
0.823042,-0.777222,-0.339398,139.603836,-16.121977,-8.192636
