id,x,y,z
772,-1500.0,-1499.9999,437.4999
773,-1500.0,-937.4989,437.4999
774,-1500.0,-1312.4999,499.9999
775,-1500.0,-1499.9999,499.9999
776,-1500.0,-1124.9999,499.9999
777,-1500.0,-1312.4999,562.4999
778,-1500.0,-1499.9999,562.4999
779,-1500.0,-1124.9999,562.4999
780,-1500.0,-937.4989,500.0
781,-1500.0,-937.4989,562.4999
782,-1500.0,-1124.9999,624.9999
783,-1500.0,-1312.4999,624.9999
784,-1500.0,-1124.9999,687.4999
785,-1500.0,-937.4989,624.9999
786,-1500.0,-937.4989,687.4999
787,-1500.0,-937.4989,749.9999
788,-1500.0,-749.9999,749.9999
789,-1500.0,-749.9999,687.4999
790,-1500.0,-562.4999,749.9999
791,-1500.0,-749.9999,624.9999
792,-1500.0,-562.4999,687.4999
793,-1500.0,-375.0,749.9999
794,-1500.0,-749.9999,562.4999
795,-1500.0,-187.5,749.9999
796,-1500.0,-375.0,687.5
797,-1500.0,-562.4999,624.9999
798,-1500.0,-0.0,750.0
799,-1500.0,-187.5,687.5
800,-1500.0,-375.0,624.9999
801,-1500.0,187.5,750.0
802,-1500.0,-0.0,687.5
803,-1500.0,-187.5,625.0
804,-1500.0,-562.4999,562.4999
805,-1500.0,-375.0,562.5
806,-1500.0,-749.9999,500.0
807,-1500.0,-562.4999,500.0
808,-1500.0,-749.9999,437.5
809,-1500.0,-375.0,500.0
810,-1500.0,-749.9999,375.0
811,-1500.0,-562.4999,437.5
812,-1500.0,-749.9999,312.5
813,-1500.0,-562.4999,375.0
814,-1500.0,-749.9999,250.0
815,-1500.0,-562.4999,312.5
816,-1500.0,-562.4999,250.0
817,-1500.0,-375.0,375.0
818,-1500.0,-375.0,250.0
819,-1500.0,-375.0,312.5
820,-1500.0,-187.5,250.0
821,-1500.0,-187.5,312.5
822,-1500.0,0.0,250.0
823,-1500.0,0.0,312.5
824,-1500.0,-187.5,375.0
825,-1500.0,0.0,375.0
826,-1500.0,187.5,250.0
827,-1500.0,187.5,312.5
828,-1500.0,375.0,250.0
829,-1500.0,375.0,312.5
830,-1500.0,187.5,375.0
831,-1500.0,562.4999,250.0001
832,-1500.0,562.4999,312.5001
833,-1500.0,749.9999,312.5001
834,-1500.0,749.9999,375.0001
835,-1500.0,562.4999,375.0001
836,-1500.0,749.9999,437.5001
837,-1500.0,375.0,375.0
838,-1500.0,562.4999,437.5
839,-1500.0,749.9999,500.0001
840,-1500.0,375.0,437.5
841,-1500.0,562.4999,500.0001
842,-1500.0,749.9999,562.5001
843,-1500.0,187.5,437.5
844,-1500.0,375.0,500.0
845,-1500.0,562.4999,562.5
846,-1500.0,749.9999,625.0
847,-1500.0,375.0,562.5
848,-1500.0,749.9999,687.5
849,-1500.0,562.4999,625.0
850,-1500.0,749.9999,750.0
851,-1500.0,562.4999,687.5
852,-1500.0,562.4999,750.0
853,-1500.0,375.0,625.0
854,-1500.0,375.0,687.5
855,-1500.0,375.0,750.0
856,-1500.0,187.5,687.5
857,-1500.0,187.5,625.0
858,-1500.0,-0.0,625.0
859,-1500.0,187.5,562.5
860,-1500.0,-0.0,562.5
861,-1500.0,-187.5,562.5
862,-1500.0,-187.5,500.0
863,-1500.0,-0.0,500.0
864,-1500.0,187.5,500.0
865,-1500.0,0.0,437.5
866,-1500.0,-187.5,437.5
867,-1500.0,-375.0,437.5
868,-1500.0,1499.9999,1000.0
869,-1312.5,1499.9999,1000.0
870,-1500.0,1499.9999,937.5
871,-1312.5,1499.9999,937.5
872,-1125.0,1499.9999,1000.0
873,-1500.0,1499.9999,875.0001
874,-1125.0,1499.9999,937.5
875,-937.5,1499.9999,1000.0
876,-1312.5,1499.9999,875.0001
877,-1500.0,1499.9999,812.5001
878,-937.5,1499.9999,937.5
879,-750.0,1499.9999,1000.0
880,-1125.0,1499.9999,875.0001
881,-1312.5,1499.9999,812.5001
882,-1500.0,1499.9999,750.0001
883,-750.0,1499.9999,937.5
884,-562.5,1499.9999,1000.0
885,-1312.5,1499.9999,750.0001
886,-1500.0,1499.9999,687.5001
887,-1125.0,1499.9999,812.5001
888,-937.5,1499.9999,875.0001
889,-1312.5,1499.9999,687.5001
890,-1500.0,1499.9999,625.0001
891,-1125.0,1499.9999,750.0001
892,-937.5,1499.9999,812.5001
893,-750.0,1499.9999,875.0001
894,-562.5,1499.9999,937.5
895,-375.0,1499.9999,1000.0
896,-750.0,1499.9999,812.5001
897,-375.0,1499.9999,937.5
898,-187.5,1499.9999,1000.0
899,-562.5,1499.9999,875.0001
900,-187.5,1499.9999,937.5
901,0.0,1499.9999,1000.0
902,-375.0,1499.9999,875.0001
903,-562.5,1499.9999,812.5001
904,0.0,1499.9999,937.5
905,187.5,1499.9999,1000.0
906,-187.5,1499.9999,875.0001
907,-375.0,1499.9999,812.5001
908,187.5,1499.9999,937.5
909,375.0,1499.9999,1000.0
910,0.0,1499.9999,875.0001
911,-187.5,1499.9999,812.5001
912,375.0,1499.9999,937.5
913,562.5,1499.9999,1000.0
914,187.5,1499.9999,875.0001
915,0.0,1499.9999,812.5001
916,562.5,1499.9999,937.5
917,750.0,1499.9999,1000.0
918,375.0,1499.9999,875.0001
919,187.5,1499.9999,812.5001
920,750.0,1499.9999,937.5
921,937.5,1499.9999,1000.0
922,562.5,1499.9999,875.0001
923,375.0,1499.9999,812.5001
924,937.5,1499.9999,937.5
925,1125.0,1499.9999,1000.0
926,750.0,1499.9999,875.0001
927,562.5,1499.9999,812.5001
928,1125.0,1499.9999,937.5
929,1312.5,1499.9999,1000.0
930,937.5,1499.9999,875.0001
931,750.0,1499.9999,812.5001
932,1312.5,1499.9999,937.5
933,1499.9998,1499.9999,1000.0
934,1499.9998,1499.9999,937.5
935,1125.0,1499.9999,875.0001
936,1312.5,1499.9999,875.0001
937,1499.9998,1499.9999,875.0001
938,937.5,1499.9999,812.5001
939,1125.0,1499.9999,812.5001
940,1312.5,1499.9999,812.5001
941,1499.9996,1499.9999,812.5001
942,937.5,1499.9999,750.0001
943,1312.5,1499.9999,750.0001
944,1499.9996,1499.9999,750.0001
945,1125.0,1499.9999,750.0001
946,1312.5,1499.9999,687.5001
947,1499.9996,1499.9999,687.5001
948,1125.0,1499.9999,687.5001
949,1312.5,1499.9999,625.0001
950,1499.9996,1499.9999,625.0001
951,1125.0,1499.9999,625.0001
952,937.5,1499.9999,687.5001
953,937.5,1499.9999,625.0001
954,1125.0,1499.9999,562.5
955,1312.5,1499.9999,562.5
956,1499.9995,1499.9999,562.5
957,937.5,1499.9999,562.5
958,1312.5,1499.9999,500.0
959,1499.9995,1499.9999,500.0
960,1125.0,1499.9999,500.0
961,1312.5,1499.9999,437.5
962,1499.9995,1499.9999,437.5
963,1125.0,1499.9999,437.5
964,937.5,1499.9999,500.0
965,937.5,1499.9999,437.5
966,1125.0,1499.9999,375.0001
967,1312.5,1499.9999,375.0001
968,1499.9995,1499.9999,375.0001
969,937.5,1499.9999,375.0001
970,1312.499,1499.9999,312.5001
971,1499.9994,1499.9999,312.5001
972,1125.0,1499.9999,312.5001
973,1312.499,1499.9999,250.0001
974,1499.9994,1499.9999,250.0001
975,1125.0,1499.9999,250.0001
976,937.5,1499.9999,312.5001
977,937.5,1499.9999,250.0001
978,1124.999,1499.9999,187.5001
979,1312.499,1499.9999,187.5001
980,1499.9994,1499.9999,187.5001
981,937.5,1499.9999,187.5001
982,1312.499,1499.9999,125.0001
983,1499.9994,1499.9999,125.0001
984,1124.999,1499.9999,125.0001
985,1312.499,1499.9999,62.5002
986,1499.9993,1499.9999,62.5002
987,1499.9993,1499.9999,0.0002
988,1312.499,1499.9999,0.0002
989,1124.999,1499.9999,0.0002
990,1124.999,1499.9999,62.5002
991,937.499,1499.9999,0.0002
992,937.499,1499.9999,62.5002
993,750.0,1499.9999,0.0002
994,937.5,1499.9999,125.0001
995,750.0,1499.9999,62.5002
996,562.5,1499.9999,0.0002
997,750.0,1499.9999,125.0001
998,562.5,1499.9999,62.5002
999,375.0,1499.9999,0.0002
1000,750.0,1499.9999,187.5001
1001,562.5,1499.9999,125.0001
1002,375.0,1499.9999,62.5002
1003,187.5,1499.9999,0.0002
1004,750.0,1499.9999,250.0001
1005,562.5,1499.9999,187.5001
1006,375.0,1499.9999,125.0001
1007,187.5,1499.9999,62.5002
1008,0.0,1499.9999,0.0002
1009,375.0,1499.9999,187.5001
1010,0.0,1499.9999,62.5002
1011,-187.5,1499.9999,0.0002
1012,187.5,1499.9999,125.0001
1013,-187.5,1499.9999,62.5002
1014,-375.0,1499.9999,0.0002
1015,0.0,1499.9999,125.0001
1016,-375.0,1499.9999,62.5002
1017,-562.5,1499.9999,0.0002
1018,-187.5,1499.9999,125.0001
1019,187.5,1499.9999,187.5001
1020,0.0,1499.9999,187.5001
1021,-375.0,1499.9999,125.0001
1022,-562.5,1499.9999,62.5002
1023,-750.0,1499.9999,0.0002
1024,-187.5,1499.9999,187.5001
1025,-750.0,1499.9999,62.5002
1026,-937.5,1499.9999,0.0002
1027,-562.5,1499.9999,125.0001
1028,-937.5,1499.9999,62.5002
1029,-1125.0,1499.9999,0.0002
1030,-750.0,1499.9999,125.0001
1031,-375.0,1499.9999,187.5001
1032,-562.5,1499.9999,187.5001
1033,-937.5,1499.9999,125.0001
1034,-1125.0,1499.9999,62.5002
1035,-1312.5,1499.9999,0.0002
1036,-750.0,1499.9999,187.5001
1037,-1312.5,1499.9999,62.5002
1038,-1500.0,1499.9999,0.0002
1039,-1500.0,1499.9999,62.5002
1040,-1125.0,1499.9999,125.0001
1041,-1312.5,1499.9999,125.0001
1042,-1500.0,1499.9999,125.0001
1043,-937.5,1499.9999,187.5001
1044,-1125.0,1499.9999,187.5001
1045,-1312.5,1499.9999,187.5001
1046,-1500.0,1499.9999,187.5001
1047,-937.5,1499.9999,250.0001
1048,-1312.5,1499.9999,250.0001
1049,-1500.0,1499.9999,250.0001
1050,-1125.0,1499.9999,250.0001
1051,-1312.5,1499.9999,312.5001
1052,-1500.0,1499.9999,312.5001
1053,-1125.0,1499.9999,312.5001
1054,-1312.5,1499.9999,375.0001
1055,-1500.0,1499.9999,375.0001
1056,-1125.0,1499.9999,375.0001
1057,-937.5,1499.9999,312.5001
1058,-937.5,1499.9999,375.0001
1059,-1125.0,1499.9999,437.5002
1060,-1312.5,1499.9999,437.5002
1061,-1500.0,1499.9999,437.5002
1062,-937.5,1499.9999,437.5002
1063,-1312.5,1499.9999,500.0002
1064,-1500.0,1499.9999,500.0002
1065,-1125.0,1499.9999,500.0002
1066,-1312.5,1499.9999,562.5002
1067,-1500.0,1499.9999,562.5002
1068,-1125.0,1499.9999,562.5002
1069,-937.5,1499.9999,500.0002
1070,-937.5,1499.9999,562.5002
1071,-1125.0,1499.9999,625.0001
1072,-1312.5,1499.9999,625.0001
1073,-1125.0,1499.9999,687.5001
1074,-937.5,1499.9999,625.0001
1075,-937.5,1499.9999,687.5001
1076,-937.5,1499.9999,750.0001
1077,-750.0,1499.9999,750.0001
1078,-750.0,1499.9999,687.5001
1079,-562.5,1499.9999,750.0001
1080,-750.0,1499.9999,625.0001
1081,-562.5,1499.9999,687.5001
1082,-375.0,1499.9999,750.0001
1083,-750.0,1499.9999,562.5001
1084,-187.5,1499.9999,750.0001
1085,-375.0,1499.9999,687.5001
1086,-562.5,1499.9999,625.0001
1087,0.0,1499.9999,750.0001
1088,-187.5,1499.9999,687.5001
1089,-375.0,1499.9999,625.0001
1090,187.5,1499.9999,750.0001
1091,0.0,1499.9999,687.5001
1092,-187.5,1499.9999,625.0001
1093,-562.5,1499.9999,562.5001
1094,-375.0,1499.9999,562.5001
1095,-750.0,1499.9999,500.0002
1096,-562.5,1499.9999,500.0001
1097,-750.0,1499.9999,437.5002
1098,-375.0,1499.9999,500.0001
1099,-750.0,1499.9999,375.0001
1100,-562.5,1499.9999,437.5002
1101,-750.0,1499.9999,312.5001
1102,-562.5,1499.9999,375.0001
1103,-750.0,1499.9999,250.0001
1104,-562.5,1499.9999,312.5001
1105,-562.5,1499.9999,250.0001
1106,-375.0,1499.9999,375.0001
1107,-375.0,1499.9999,250.0001
1108,-375.0,1499.9999,312.5001
1109,-187.5,1499.9999,250.0001
1110,-187.5,1499.9999,312.5001
1111,0.0,1499.9999,250.0001
1112,0.0,1499.9999,312.5001
1113,-187.5,1499.9999,375.0001
1114,0.0,1499.9999,375.0001
1115,187.5,1499.9999,250.0001
1116,187.5,1499.9999,312.5001
1117,375.0,1499.9999,250.0001
1118,375.0,1499.9999,312.5001
1119,187.5,1499.9999,375.0001
1120,562.5,1499.9999,250.0001
1121,562.5,1499.9999,312.5001
1122,750.0,1499.9999,312.5001
1123,750.0,1499.9999,375.0001
1124,562.5,1499.9999,375.0001
1125,750.0,1499.9999,437.5001
1126,375.0,1499.9999,375.0001
1127,562.5,1499.9999,437.5001
1128,750.0,1499.9999,500.0
1129,375.0,1499.9999,437.5001
1130,562.5,1499.9999,500.0
1131,750.0,1499.9999,562.5
1132,187.5,1499.9999,437.5001
1133,375.0,1499.9999,500.0001
1134,562.5,1499.9999,562.5
1135,750.0,1499.9999,625.0001
1136,375.0,1499.9999,562.5
1137,750.0,1499.9999,687.5001
1138,562.5,1499.9999,625.0001
1139,750.0,1499.9999,750.0001
1140,562.5,1499.9999,687.5001
1141,562.5,1499.9999,750.0001
1142,375.0,1499.9999,625.0001
1143,375.0,1499.9999,687.5001
1144,375.0,1499.9999,750.0001
1145,187.5,1499.9999,687.5001
1146,187.5,1499.9999,625.0001
1147,0.0,1499.9999,625.0001
1148,187.5,1499.9999,562.5001
1149,0.0,1499.9999,562.5001
1150,-187.5,1499.9999,562.5001
1151,-187.5,1499.9999,500.0001
1152,0.0,1499.9999,500.0001
1153,187.5,1499.9999,500.0001
1154,0.0,1499.9999,437.5001
1155,-187.5,1499.9999,437.5001
1156,-375.0,1499.9999,437.5002
1157,1500.0,1499.9999,0.0002
1158,1500.0,1312.4999,0.0002
1159,1312.5,1499.9999,0.0002
1160,1312.5,1312.4999,0.0002
1161,1500.0,1124.9999,0.0001
1162,1125.0,1499.9999,0.0002
1163,1312.5,1124.9999,0.0001
1164,1500.0,937.4999,0.0001
1165,1125.0,1312.4999,0.0002
1166,937.5,1499.9999,0.0002
1167,1312.5,937.4999,0.0001
1168,1500.0,749.9999,0.0001
1169,1125.0,1124.9999,0.0001
1170,937.5,1312.4999,0.0002
1171,750.0,1499.9999,0.0002
1172,1312.5,749.9999,0.0001
1173,1500.0,562.4999,0.0001
1174,750.0,1312.4999,0.0002
1175,562.5,1499.9999,0.0002
1176,937.5,1124.9999,0.0001
1177,1125.0,937.4999,0.0001
1178,562.5,1312.4999,0.0002
1179,375.0,1499.9999,0.0002
1180,750.0,1124.9999,0.0001
1181,937.5,937.4999,0.0001
1182,1125.0,749.9999,0.0001
1183,1312.5,562.4999,0.0001
1184,1500.0,375.0,0.0001
1185,937.5,749.9999,0.0001
1186,1312.5,375.0,0.0001
1187,1500.0,187.5,0.0001
1188,1125.0,562.4999,0.0001
1189,1312.5,187.5,0.0001
1190,1500.0,0.0,0.0001
1191,1125.0,375.0,0.0001
1192,937.5,562.4999,0.0001
1193,1312.5,0.0,0.0001
1194,1500.0,-187.5,0.0001
1195,1125.0,187.5,0.0001
1196,937.5,375.0,0.0001
1197,1312.5,-187.5,0.0001
1198,1500.0,-374.9999,0.0
1199,1125.0,0.0,0.0001
1200,937.5,187.5,0.0001
1201,1312.5,-374.9999,0.0
1202,1500.0,-562.4999,0.0
1203,1125.0,-187.5,0.0001
1204,937.5,0.0,0.0001
1205,1312.5,-562.4999,0.0
1206,1500.0,-749.9999,0.0
1207,1125.0,-374.9999,0.0
1208,937.5,-187.5,0.0001
1209,1312.5,-749.9999,0.0
1210,1500.0,-937.4999,0.0
1211,1125.0,-562.4999,0.0
1212,937.5,-374.9999,0.0
1213,1312.5,-937.4999,0.0
1214,1500.0,-1124.9999,0.0
1215,1125.0,-749.9999,0.0
1216,937.5,-562.4999,0.0
1217,1312.5,-1124.9999,0.0
1218,1500.0,-1312.4999,-0.0
1219,1125.0,-937.4999,0.0
1220,937.5,-749.9999,0.0
1221,1312.5,-1312.4999,-0.0
1222,1500.0,-1499.9999,-0.0
1223,1312.5,-1499.9999,-0.0
1224,1125.0,-1124.9999,0.0
1225,1125.0,-1312.4999,-0.0
1226,1125.0,-1499.9999,-0.0
1227,937.5,-937.4999,0.0
1228,937.5,-1124.9999,0.0
1229,937.5,-1312.4999,-0.0
1230,937.5,-1499.9999,-0.0
1231,750.0,-937.4999,0.0
1232,750.0,-1312.4999,-0.0
1233,750.0,-1499.9999,-0.0
1234,750.0,-1124.9999,0.0
1235,562.5,-1312.4999,-0.0
1236,562.5,-1499.9999,-0.0
1237,562.5,-1124.9999,0.0
1238,375.0,-1312.4999,-0.0
1239,375.0,-1499.9999,-0.0
1240,375.0,-1124.9999,0.0
1241,562.5,-937.4999,0.0
1242,375.0,-937.4999,0.0
1243,187.5,-1124.9999,0.0
1244,187.5,-1312.4999,-0.0
1245,187.5,-1499.9999,-0.0
1246,187.5,-937.4999,0.0
1247,0.0,-1312.4999,-0.0
1248,0.0,-1499.9999,-0.0
1249,0.0,-1124.9999,0.0
1250,-187.5,-1312.4999,-0.0
1251,-187.5,-1499.9999,-0.0
1252,-187.5,-1124.9999,0.0
1253,0.0,-937.4999,0.0
1254,-187.5,-937.4999,0.0
1255,-375.0,-1124.9999,0.0
1256,-375.0,-1312.4999,-0.0
1257,-375.0,-1499.9999,-0.0
1258,-375.0,-937.4999,0.0
1259,-562.5,-1312.4999,-0.0
1260,-562.5,-1499.9999,-0.0
1261,-562.5,-1124.9999,0.0
1262,-750.0,-1312.4999,-0.0
1263,-750.0,-1499.9999,-0.0
1264,-750.0,-1124.9999,0.0
1265,-562.5,-937.4999,0.0
1266,-750.0,-937.4999,0.0
1267,-937.5,-1124.9999,0.0
1268,-937.5,-1312.4999,-0.0
1269,-937.5,-1499.9999,-0.0
1270,-937.5,-937.4999,0.0
1271,-1125.0,-1312.4999,-0.0
1272,-1125.0,-1499.9999,-0.0
1273,-1125.0,-1124.9999,0.0
1274,-1312.5,-1312.4999,-0.0
1275,-1312.5,-1499.9999,-0.0
1276,-1500.0,-1499.9999,-0.0
1277,-1500.0,-1312.4999,-0.0
1278,-1500.0,-1124.9999,0.0
1279,-1312.5,-1124.9999,0.0
1280,-1500.0,-937.4999,0.0
1281,-1312.5,-937.4999,0.0
1282,-1500.0,-749.9999,0.0
1283,-1125.0,-937.4999,0.0
1284,-1312.5,-749.9999,0.0
1285,-1500.0,-562.4999,0.0
1286,-1125.0,-749.9999,0.0
1287,-1312.5,-562.4999,0.0
1288,-1500.0,-374.9999,0.0
1289,-937.5,-749.9999,0.0
1290,-1125.0,-562.4999,0.0
1291,-1312.5,-374.9999,0.0
1292,-1500.0,-187.5,0.0001
1293,-750.0,-749.9999,0.0
1294,-937.5,-562.4999,0.0
1295,-1125.0,-374.9999,0.0
1296,-1312.5,-187.5,0.0001
1297,-1500.0,0.0,0.0001
1298,-937.5,-374.9999,0.0
1299,-1312.5,0.0,0.0001
1300,-1500.0,187.5,0.0001
1301,-1125.0,-187.5,0.0001
1302,-1312.5,187.5,0.0001
1303,-1500.0,375.0,0.0001
1304,-1125.0,0.0,0.0001
1305,-1312.5,375.0,0.0001
1306,-1500.0,562.4999,0.0001
1307,-1125.0,187.5,0.0001
1308,-937.5,-187.5,0.0001
1309,-937.5,0.0,0.0001
1310,-1125.0,375.0,0.0001
1311,-1312.5,562.4999,0.0001
1312,-1500.0,749.9999,0.0001
1313,-937.5,187.5,0.0001
1314,-1312.5,749.9999,0.0001
1315,-1500.0,937.4999,0.0001
1316,-1125.0,562.4999,0.0001
1317,-1312.5,937.4999,0.0001
1318,-1500.0,1124.9999,0.0001
1319,-1125.0,749.9999,0.0001
1320,-937.5,375.0,0.0001
1321,-937.5,562.4999,0.0001
1322,-1125.0,937.4999,0.0001
1323,-1312.5,1124.9999,0.0001
1324,-1500.0,1312.4999,0.0002
1325,-937.5,749.9999,0.0001
1326,-1312.5,1312.4999,0.0002
1327,-1500.0,1499.9999,0.0002
1328,-1312.5,1499.9999,0.0002
1329,-1125.0,1124.9999,0.0001
1330,-1125.0,1312.4999,0.0002
1331,-1125.0,1499.9999,0.0002
1332,-937.5,937.4999,0.0001
1333,-937.5,1124.9999,0.0001
1334,-937.5,1312.4999,0.0002
1335,-937.5,1499.9999,0.0002
1336,-750.0,937.4999,0.0001
1337,-750.0,1312.4999,0.0002
1338,-750.0,1499.9999,0.0002
1339,-750.0,1124.9999,0.0001
1340,-562.5,1312.4999,0.0002
1341,-562.5,1499.9999,0.0002
1342,-562.5,1124.9999,0.0001
1343,-375.0,1312.4999,0.0002
1344,-375.0,1499.9999,0.0002
1345,-375.0,1124.9999,0.0001
1346,-562.5,937.4999,0.0001
1347,-375.0,937.4999,0.0001
1348,-187.5,1124.9999,0.0001
1349,-187.5,1312.4999,0.0002
1350,-187.5,1499.9999,0.0002
1351,-187.5,937.4999,0.0001
1352,0.0,1312.4999,0.0002
1353,0.0,1499.9999,0.0002
1354,0.0,1124.9999,0.0001
1355,187.5,1312.4999,0.0002
1356,187.5,1499.9999,0.0002
1357,187.5,1124.9999,0.0001
1358,0.0,937.4999,0.0001
1359,187.5,937.4999,0.0001
1360,375.0,1124.9999,0.0001
1361,375.0,1312.4999,0.0002
1362,562.5,1124.9999,0.0001
1363,375.0,937.4999,0.0001
1364,562.5,937.4999,0.0001
1365,750.0,937.4999,0.0001
1366,750.0,749.9999,0.0001
1367,562.5,749.9999,0.0001
1368,750.0,562.4999,0.0001
1369,375.0,749.9999,0.0001
1370,562.5,562.4999,0.0001
1371,750.0,375.0,0.0001
1372,187.5,749.9999,0.0001
1373,750.0,187.5,0.0001
1374,562.5,375.0,0.0001
1375,375.0,562.4999,0.0001
1376,750.0,0.0,0.0001
1377,562.5,187.5,0.0001
1378,375.0,375.0,0.0001
1379,750.0,-187.5,0.0001
1380,562.5,0.0,0.0001
1381,375.0,187.5,0.0001
1382,187.5,562.4999,0.0001
1383,187.5,375.0,0.0001
1384,0.0,749.9999,0.0001
1385,0.0,562.4999,0.0001
1386,-187.5,749.9999,0.0001
1387,0.0,375.0,0.0001
1388,-375.0,749.9999,0.0001
1389,-187.5,562.4999,0.0001
1390,-562.5,749.9999,0.0001
1391,-375.0,562.4999,0.0001
1392,-750.0,749.9999,0.0001
1393,-562.5,562.4999,0.0001
1394,-750.0,562.4999,0.0001
1395,-375.0,375.0,0.0001
1396,-750.0,375.0,0.0001
1397,-562.5,375.0,0.0001
1398,-750.0,187.5,0.0001
1399,-562.5,187.5,0.0001
1400,-750.0,0.0,0.0001
1401,-562.5,0.0,0.0001
1402,-375.0,187.5,0.0001
1403,-375.0,0.0,0.0001
1404,-750.0,-187.5,0.0001
1405,-562.5,-187.5,0.0001
1406,-750.0,-374.9999,0.0
1407,-562.5,-374.9999,0.0
1408,-375.0,-187.5,0.0001
1409,-750.0,-562.4999,0.0
1410,-562.5,-562.4999,0.0
1411,-562.5,-749.9999,0.0
1412,-375.0,-749.9999,0.0
1413,-375.0,-562.4999,0.0
1414,-187.5,-749.9999,0.0
1415,-375.0,-374.9999,0.0
1416,-187.5,-562.4999,0.0
1417,0.0,-749.9999,0.0
1418,-187.5,-374.9999,0.0
1419,0.0,-562.4999,0.0
1420,187.5,-749.9999,0.0
1421,-187.5,-187.5,0.0001
1422,0.0,-374.9999,0.0
1423,187.5,-562.4999,0.0
1424,375.0,-749.9999,0.0
1425,187.5,-374.9999,0.0
1426,562.5,-749.9999,0.0
1427,375.0,-562.4999,0.0
1428,750.0,-749.9999,0.0
1429,562.5,-562.4999,0.0
1430,750.0,-562.4999,0.0
1431,375.0,-374.9999,0.0
1432,562.5,-374.9999,0.0
1433,750.0,-374.9999,0.0
1434,562.5,-187.5,0.0001
1435,375.0,-187.5,0.0001
1436,375.0,0.0,0.0001
1437,187.5,-187.5,0.0001
1438,187.5,0.0,0.0001
1439,187.5,187.5,0.0001
1440,0.0,187.5,0.0001
1441,0.0,0.0,0.0001
1442,0.0,-187.5,0.0001
1443,-187.5,0.0,0.0001
1444,-187.5,187.5,0.0001
1445,-187.5,375.0,0.0001
1446,-1500.0,1499.9999,1000.0
1447,-1500.0,1312.4999,1000.0
1448,-1312.5,1499.9999,1000.0
1449,-1312.5,1312.4999,1000.0
1450,-1500.0,1124.9999,1000.0
1451,-1125.0,1499.9999,1000.0
1452,-1312.5,1124.9999,1000.0
1453,-1500.0,937.4999,1000.0
1454,-1125.0,1312.4999,1000.0
1455,-937.5,1499.9999,1000.0
1456,-1312.5,937.4999,1000.0
1457,-1500.0,749.9999,1000.0
1458,-1125.0,1124.9999,1000.0
1459,-937.5,1312.4999,1000.0
1460,-750.0,1499.9999,1000.0
1461,-1312.5,749.9999,1000.0
1462,-1500.0,562.4999,1000.0
1463,-750.0,1312.4999,1000.0
1464,-562.5,1499.9999,1000.0
1465,-937.5,1124.9999,1000.0
1466,-1125.0,937.4999,1000.0
1467,-562.5,1312.4999,1000.0
1468,-375.0,1499.9999,1000.0
1469,-750.0,1124.9999,1000.0
1470,-937.5,937.4999,1000.0
1471,-1125.0,749.9999,1000.0
1472,-1312.5,562.4999,1000.0
1473,-1500.0,374.9999,1000.0
1474,-937.5,749.9999,1000.0
1475,-1312.5,374.9999,1000.0
1476,-1500.0,187.5,999.9999
1477,-1125.0,562.4999,1000.0
1478,-1312.5,187.5,999.9999
1479,-1500.0,-0.0,999.9999
1480,-1125.0,374.9999,1000.0
1481,-937.5,562.4999,1000.0
1482,-1312.5,-0.0,999.9999
1483,-1500.0,-187.5,999.9999
1484,-1125.0,187.5,999.9999
1485,-937.5,374.9999,1000.0
1486,-1312.5,-187.5,999.9999
1487,-1500.0,-375.0,999.9999
1488,-1125.0,-0.0,999.9999
1489,-937.5,187.5,999.9999
1490,-1312.5,-375.0,999.9999
1491,-1500.0,-562.4999,999.9999
1492,-1125.0,-187.5,999.9999
1493,-937.5,-0.0,999.9999
1494,-1312.5,-562.4999,999.9999
1495,-1500.0,-749.9999,999.9999
1496,-1125.0,-375.0,999.9999
1497,-937.5,-187.5,999.9999
1498,-1312.5,-749.9999,999.9999
1499,-1500.0,-937.4999,999.9999
1500,-1125.0,-562.4999,999.9999
1501,-937.5,-375.0,999.9999
1502,-1312.5,-937.4999,999.9999
1503,-1500.0,-1124.9999,999.9999
1504,-1125.0,-749.9999,999.9999
1505,-937.5,-562.4999,999.9999
1506,-1312.5,-1124.9999,999.9999
1507,-1500.0,-1312.4999,999.9999
1508,-1125.0,-937.4999,999.9999
1509,-937.5,-749.9999,999.9999
1510,-1312.5,-1312.4999,999.9999
1511,-1500.0,-1499.9999,999.9999
1512,-1312.5,-1499.9999,999.9999
1513,-1125.0,-1124.9999,999.9999
1514,-1125.0,-1312.4999,999.9999
1515,-1125.0,-1499.9999,999.9999
1516,-937.5,-937.4999,999.9999
1517,-937.5,-1124.9999,999.9999
1518,-937.5,-1312.4999,999.9999
1519,-937.5,-1499.9999,999.9999
1520,-750.0,-937.4999,999.9999
1521,-750.0,-1312.4999,999.9999
1522,-750.0,-1499.9999,999.9999
1523,-750.0,-1124.9999,999.9999
1524,-562.5,-1312.4999,999.9999
1525,-562.5,-1499.9999,999.9999
1526,-562.5,-1124.9999,999.9999
1527,-375.0,-1312.4999,999.9999
1528,-375.0,-1499.9999,999.9999
1529,-375.0,-1124.9999,999.9999
1530,-562.5,-937.4999,999.9999
1531,-375.0,-937.4999,999.9999
1532,-187.5,-1124.9999,999.9999
1533,-187.5,-1312.4999,999.9999
1534,-187.5,-1499.9999,999.9999
1535,-187.5,-937.4999,999.9999
1536,0.0,-1312.4999,999.9999
