targetView,camSet,coverage
2,"(0, 4, 9)",0.06734917534722222
2,"(0, 4, 10)",0.5660753038194445
2,"(0, 4, 11)",0.053505859375
2,"(0, 5, 6)",0.053661024305555555
2,"(0, 5, 7)",0.024813368055555556
2,"(0, 5, 8)",0.024813368055555556
2,"(0, 5, 9)",0.04073676215277778
2,"(0, 5, 10)",0.5649403211805556
2,"(0, 5, 11)",0.04073676215277778
2,"(0, 6, 7)",0.03547634548611111
2,"(0, 6, 8)",0.03547634548611111
2,"(0, 6, 9)",0.06958224826388888
2,"(0, 6, 10)",0.5658984375
2,"(0, 6, 11)",0.05139973958333333
2,"(0, 7, 8)",0.0013216145833333333
2,"(0, 7, 9)",0.04073459201388889
2,"(0, 7, 10)",0.5649403211805556
2,"(0, 7, 11)",0.017245008680555556
2,"(0, 8, 9)",0.04073459201388889
2,"(0, 8, 10)",0.5649403211805556
2,"(0, 8, 11)",0.017245008680555556
2,"(0, 9, 10)",0.5649403211805556
2,"(0, 9, 11)",0.056657986111111114
2,"(0, 10, 11)",0.5649403211805556
2,"(1, 2, 3)",0.9991015625
2,"(1, 2, 4)",0.9991015625
2,"(1, 2, 5)",0.9991015625
2,"(1, 2, 6)",0.9991015625
2,"(1, 2, 7)",0.9991015625
2,"(1, 2, 8)",0.9991015625
2,"(1, 2, 9)",0.9991015625
2,"(1, 2, 10)",0.9991015625
2,"(1, 2, 11)",0.9991015625
2,"(1, 3, 4)",0.3349381510416667
2,"(1, 3, 5)",0.3443359375
2,"(1, 3, 6)",0.3349381510416667
2,"(1, 3, 7)",0.3349381510416667
2,"(1, 3, 8)",0.3349685329861111
2,"(1, 3, 9)",0.36025933159722223
2,"(1, 3, 10)",0.8305316840277778
2,"(1, 3, 11)",0.3508615451388889
2,"(1, 4, 5)",0.18315538194444445
2,"(1, 4, 6)",0.20150933159722223
2,"(1, 4, 7)",0.1689138454861111
2,"(1, 4, 8)",0.16991319444444444
2,"(1, 4, 9)",0.19907877604166666
2,"(1, 4, 10)",0.6972743055555556
2,"(1, 4, 11)",0.18483723958333334
2,"(1, 5, 6)",0.21090711805555556
2,"(1, 5, 7)",0.18315538194444445
2,"(1, 5, 8)",0.18375651041666666
2,"(1, 5, 9)",0.19907877604166666
2,"(1, 5, 10)",0.6972743055555556
2,"(1, 5, 11)",0.19907877604166666
2,"(1, 6, 7)",0.20150933159722223
2,"(1, 6, 8)",0.20153971354166667
2,"(1, 6, 9)",0.22683051215277777
2,"(1, 6, 10)",0.698232421875
2,"(1, 6, 11)",0.21743272569444444
2,"(1, 7, 8)",0.16991319444444444
2,"(1, 7, 9)",0.19907877604166666
2,"(1, 7, 10)",0.6972743055555556
2,"(1, 7, 11)",0.18483723958333334
2,"(1, 8, 9)",0.1996799045138889
2,"(1, 8, 10)",0.6972743055555556
2,"(1, 8, 11)",0.18583658854166665
2,"(1, 9, 10)",0.6972743055555556
2,"(1, 9, 11)",0.2150021701388889
2,"(1, 10, 11)",0.6972743055555556
2,"(2, 3, 4)",0.9991015625
2,"(2, 3, 5)",0.9991015625
2,"(2, 3, 6)",0.9991015625
2,"(2, 3, 7)",0.9991015625
2,"(2, 3, 8)",0.9991015625
2,"(2, 3, 9)",0.9991015625
2,"(2, 3, 10)",0.9991015625
2,"(2, 3, 11)",0.9991015625
2,"(2, 4, 5)",0.9991015625
2,"(2, 4, 6)",0.9991015625
2,"(2, 4, 7)",0.9991015625
2,"(2, 4, 8)",0.9991015625
2,"(2, 4, 9)",0.9991015625
2,"(2, 4, 10)",0.9991015625
2,"(2, 4, 11)",0.9991015625
2,"(2, 5, 6)",0.9991015625
2,"(2, 5, 7)",0.9991015625
2,"(2, 5, 8)",0.9991015625
2,"(2, 5, 9)",0.9991015625
2,"(2, 5, 10)",0.9991015625
2,"(2, 5, 11)",0.9991015625
2,"(2, 6, 7)",0.9991015625
2,"(2, 6, 8)",0.9991015625
2,"(2, 6, 9)",0.9991015625
2,"(2, 6, 10)",0.9991015625
2,"(2, 6, 11)",0.9991015625
2,"(2, 7, 8)",0.9991015625
2,"(2, 7, 9)",0.9991015625
2,"(2, 7, 10)",0.9991015625
2,"(2, 7, 11)",0.9991015625
2,"(2, 8, 9)",0.9991015625
2,"(2, 8, 10)",0.9991015625
2,"(2, 8, 11)",0.9991015625
2,"(2, 9, 10)",0.9991015625
2,"(2, 9, 11)",0.9991015625
2,"(2, 10, 11)",0.9991015625
2,"(3, 4, 5)",0.21200520833333333
2,"(3, 4, 6)",0.202607421875
2,"(3, 4, 7)",0.202607421875
2,"(3, 4, 8)",0.20263780381944443
2,"(3, 4, 9)",0.22792860243055554
2,"(3, 4, 10)",0.6993326822916667
2,"(3, 4, 11)",0.2185308159722222
2,"(3, 5, 6)",0.18681857638888888
2,"(3, 5, 7)",0.18681857638888888
2,"(3, 5, 8)",0.18708984375
2,"(3, 5, 9)",0.20274197048611112
2,"(3, 5, 10)",0.6981976996527778
2,"(3, 5, 11)",0.20274197048611112
2,"(3, 6, 7)",0.16856011284722222
2,"(3, 6, 8)",0.16890516493055555
2,"(3, 6, 9)",0.20273980034722222
2,"(3, 6, 10)",0.6981976996527778
2,"(3, 6, 11)",0.18448350694444443
2,"(3, 7, 8)",0.16890516493055555
2,"(3, 7, 9)",0.20273980034722222
2,"(3, 7, 10)",0.6981976996527778
2,"(3, 7, 11)",0.18448350694444443
2,"(3, 8, 9)",0.20301106770833333
2,"(3, 8, 10)",0.6981976996527778
2,"(3, 8, 11)",0.18482855902777778
2,"(3, 9, 10)",0.6981976996527778
2,"(3, 9, 11)",0.21866319444444443
2,"(3, 10, 11)",0.6981976996527778
2,"(4, 5, 6)",0.07857421875
2,"(4, 5, 7)",0.05082248263888889
2,"(4, 5, 8)",0.051423611111111114
2,"(4, 5, 9)",0.06674587673611111
2,"(4, 5, 10)",0.5660731336805556
2,"(4, 5, 11)",0.06674587673611111
2,"(4, 6, 7)",0.06917643229166667
2,"(4, 6, 8)",0.06920681423611111
2,"(4, 6, 9)",0.09449761284722222
2,"(4, 6, 10)",0.56703125
2,"(4, 6, 11)",0.08509982638888888
2,"(4, 7, 8)",0.037580295138888886
2,"(4, 7, 9)",0.06674587673611111
2,"(4, 7, 10)",0.5660731336805556
2,"(4, 7, 11)",0.052504340277777777
2,"(4, 8, 9)",0.06734700520833334
2,"(4, 8, 10)",0.5660731336805556
2,"(4, 8, 11)",0.05350368923611111
2,"(4, 9, 10)",0.5660731336805556
2,"(4, 9, 11)",0.08266927083333334
2,"(4, 10, 11)",0.5660731336805556
2,"(5, 6, 7)",0.053387586805555554
2,"(5, 6, 8)",0.053658854166666665
2,"(5, 6, 9)",0.06931098090277778
2,"(5, 6, 10)",0.5658962673611111
2,"(5, 6, 11)",0.06931098090277778
2,"(5, 7, 8)",0.024811197916666666
2,"(5, 7, 9)",0.039889322916666664
2,"(5, 7, 10)",0.5649381510416667
2,"(5, 7, 11)",0.039889322916666664
2,"(5, 8, 9)",0.04073459201388889
2,"(5, 8, 10)",0.5649381510416667
2,"(5, 8, 11)",0.04073459201388889
2,"(5, 9, 10)",0.5649381510416667
2,"(5, 9, 11)",0.05581271701388889
2,"(5, 10, 11)",0.5649381510416667
2,"(6, 7, 8)",0.03547417534722222
2,"(6, 7, 9)",0.0693088107638889
2,"(6, 7, 10)",0.5658962673611111
2,"(6, 7, 11)",0.05105251736111111
2,"(6, 8, 9)",0.069580078125
2,"(6, 8, 10)",0.5658962673611111
2,"(6, 8, 11)",0.051397569444444444
2,"(6, 9, 10)",0.5658962673611111
2,"(6, 9, 11)",0.0852322048611111
2,"(6, 10, 11)",0.5658962673611111
2,"(7, 8, 9)",0.040732421875
2,"(7, 8, 10)",0.5649381510416667
2,"(7, 8, 11)",0.017242838541666666
2,"(7, 9, 10)",0.5649381510416667
2,"(7, 9, 11)",0.055810546875
2,"(7, 10, 11)",0.5649381510416667
2,"(8, 9, 10)",0.5649381510416667
2,"(8, 9, 11)",0.056655815972222225
2,"(8, 10, 11)",0.5649381510416667
2,"(9, 10, 11)",0.5649381510416667
3,"(0,)",0.16159722222222223
3,"(1,)",0.00837890625
3,"(2,)",0.16856011284722222
3,"(3,)",1.0
3,"(4,)",0.008375651041666666
3,"(5,)",0.03482421875
3,"(6,)",0.5649338107638889
3,"(7,)",0.015923394097222224
3,"(8,)",0.028736979166666666
3,"(9,)",0.01890190972222222
3,"(10,)",0.03530056423611111
3,"(11,)",0.0
3,"(0, 1)",0.16415581597222223
3,"(0, 2)",0.32918077256944445
3,"(0, 3)",1.0
3,"(0, 4)",0.16415581597222223
3,"(0, 5)",0.1862890625
3,"(0, 6)",0.6981618923611111
3,"(0, 7)",0.17752061631944444
3,"(0, 8)",0.1619650607638889
3,"(0, 9)",0.17036675347222222
3,"(0, 10)",0.19592339409722223
3,"(0, 11)",0.16159722222222223
3,"(1, 2)",0.17440321180555557
3,"(1, 3)",1.0
3,"(1, 4)",0.008382161458333334
3,"(1, 5)",0.03780490451388889
3,"(1, 6)",0.5649381510416667
3,"(1, 7)",0.024302300347222222
3,"(1, 8)",0.031299913194444445
3,"(1, 9)",0.02188042534722222
3,"(1, 10)",0.04114583333333333
3,"(1, 11)",0.00837890625
3,"(2, 3)",1.0
3,"(2, 4)",0.1744021267361111
3,"(2, 5)",0.19767686631944445
3,"(2, 6)",0.6983648003472223
3,"(2, 7)",0.18448350694444443
3,"(2, 8)",0.19632269965277777
3,"(2, 9)",0.18175455729166667
3,"(2, 10)",0.16856011284722222
3,"(2, 11)",0.16856011284722222
3,"(3, 4)",1.0
3,"(3, 5)",1.0
3,"(3, 6)",1.0
3,"(3, 7)",1.0
3,"(3, 8)",1.0
3,"(3, 9)",1.0
3,"(3, 10)",1.0
3,"(3, 11)",1.0
3,"(4, 5)",0.03779839409722222
3,"(4, 6)",0.5649338107638889
3,"(4, 7)",0.024299045138888888
3,"(4, 8)",0.03129557291666667
3,"(4, 9)",0.021873914930555554
3,"(4, 10)",0.041142578125
3,"(4, 11)",0.008375651041666666
3,"(5, 6)",0.5649392361111111
3,"(5, 7)",0.05074761284722222
3,"(5, 8)",0.053205295138888886
3,"(5, 9)",0.034826388888888886
3,"(5, 10)",0.06441731770833334
3,"(5, 11)",0.03482421875
3,"(6, 7)",0.5649338107638889
3,"(6, 8)",0.566064453125
3,"(6, 9)",0.5649392361111111
3,"(6, 10)",0.5660633680555556
3,"(6, 11)",0.5649338107638889
3,"(7, 8)",0.044660373263888886
3,"(7, 9)",0.034825303819444445
3,"(7, 10)",0.05122395833333333
3,"(7, 11)",0.015923394097222224
3,"(8, 9)",0.03728298611111111
3,"(8, 10)",0.06306315104166667
3,"(8, 11)",0.028736979166666666
3,"(9, 10)",0.048495008680555556
3,"(9, 11)",0.01890190972222222
3,"(10, 11)",0.03530056423611111
3,"(0, 1, 2)",0.3292111545138889
3,"(0, 1, 3)",1.0
3,"(0, 1, 4)",0.1641579861111111
3,"(0, 1, 5)",0.1879763454861111
3,"(0, 1, 6)",0.6981618923611111
3,"(0, 1, 7)",0.18007921006944444
3,"(0, 1, 8)",0.1645236545138889
3,"(0, 1, 9)",0.17205186631944444
3,"(0, 1, 10)",0.19595377604166667
3,"(0, 1, 11)",0.16415581597222223
3,"(0, 2, 3)",1.0
3,"(0, 2, 4)",0.3292111545138889
3,"(0, 2, 5)",0.34856553819444447
3,"(0, 2, 6)",0.8315907118055555
3,"(0, 2, 7)",0.34510416666666666
3,"(0, 2, 8)",0.3295486111111111
3,"(0, 2, 9)",0.33264322916666667
3,"(0, 2, 10)",0.32918077256944445
3,"(0, 2, 11)",0.32918077256944445
3,"(0, 3, 4)",1.0
3,"(0, 3, 5)",1.0
3,"(0, 3, 6)",1.0
3,"(0, 3, 7)",1.0
3,"(0, 3, 8)",1.0
3,"(0, 3, 9)",1.0
3,"(0, 3, 10)",1.0
3,"(0, 3, 11)",1.0
3,"(0, 4, 5)",0.18797417534722222
3,"(0, 4, 6)",0.6981618923611111
3,"(0, 4, 7)",0.18007921006944444
3,"(0, 4, 8)",0.1645236545138889
3,"(0, 4, 9)",0.17204969618055554
3,"(0, 4, 10)",0.19595377604166667
3,"(0, 4, 11)",0.16415581597222223
3,"(0, 5, 6)",0.6981673177083333
3,"(0, 5, 7)",0.20221245659722223
3,"(0, 5, 8)",0.1864333767361111
3,"(0, 5, 9)",0.1862912326388889
3,"(0, 5, 10)",0.21530815972222223
3,"(0, 5, 11)",0.1862890625
3,"(0, 6, 7)",0.6981618923611111
3,"(0, 6, 8)",0.6981618923611111
3,"(0, 6, 9)",0.6981673177083333
3,"(0, 6, 10)",0.6992914496527778
3,"(0, 6, 11)",0.6981618923611111
3,"(0, 7, 8)",0.1778884548611111
3,"(0, 7, 9)",0.18629014756944445
3,"(0, 7, 10)",0.21184678819444444
3,"(0, 7, 11)",0.17752061631944444
3,"(0, 8, 9)",0.17051106770833332
3,"(0, 8, 10)",0.1962912326388889
3,"(0, 8, 11)",0.1619650607638889
3,"(0, 9, 10)",0.19938585069444445
3,"(0, 9, 11)",0.17036675347222222
3,"(0, 10, 11)",0.19592339409722223
3,"(1, 2, 3)",1.0
3,"(1, 2, 4)",0.1744064670138889
3,"(1, 2, 5)",0.19898546006944445
3,"(1, 2, 6)",0.6983669704861111
3,"(1, 2, 7)",0.19032660590277778
3,"(1, 2, 8)",0.19635525173611112
3,"(1, 2, 9)",0.18306098090277778
3,"(1, 2, 10)",0.17440321180555557
3,"(1, 2, 11)",0.17440321180555557
3,"(1, 3, 4)",1.0
3,"(1, 3, 5)",1.0
3,"(1, 3, 6)",1.0
3,"(1, 3, 7)",1.0
3,"(1, 3, 8)",1.0
3,"(1, 3, 9)",1.0
3,"(1, 3, 10)",1.0
3,"(1, 3, 11)",1.0
3,"(1, 4, 5)",0.03780490451388889
3,"(1, 4, 6)",0.5649381510416667
3,"(1, 4, 7)",0.024305555555555556
3,"(1, 4, 8)",0.031302083333333335
3,"(1, 4, 9)",0.02188042534722222
3,"(1, 4, 10)",0.04114908854166666
3,"(1, 4, 11)",0.008382161458333334
3,"(1, 5, 6)",0.5649435763888889
3,"(1, 5, 7)",0.053728298611111114
3,"(1, 5, 8)",0.05489691840277778
3,"(1, 5, 9)",0.03780490451388889
3,"(1, 5, 10)",0.06572808159722222
3,"(1, 5, 11)",0.03780490451388889
3,"(1, 6, 7)",0.5649381510416667
3,"(1, 6, 8)",0.5660687934027778
3,"(1, 6, 9)",0.5649435763888889
3,"(1, 6, 10)",0.5660677083333333
3,"(1, 6, 11)",0.5649381510416667
3,"(1, 7, 8)",0.04722330729166667
3,"(1, 7, 9)",0.03780381944444444
3,"(1, 7, 10)",0.05706922743055556
3,"(1, 7, 11)",0.024302300347222222
3,"(1, 8, 9)",0.038972439236111114
3,"(1, 8, 10)",0.0630978732638889
3,"(1, 8, 11)",0.031299913194444445
3,"(1, 9, 10)",0.04980360243055556
3,"(1, 9, 11)",0.02188042534722222
3,"(1, 10, 11)",0.04114583333333333
3,"(2, 3, 4)",1.0
3,"(2, 3, 5)",1.0
3,"(2, 3, 6)",1.0
3,"(2, 3, 7)",1.0
3,"(2, 3, 8)",1.0
3,"(2, 3, 9)",1.0
3,"(2, 3, 10)",1.0
3,"(2, 3, 11)",1.0
3,"(2, 4, 5)",0.19898111979166666
3,"(2, 4, 6)",0.6983648003472223
3,"(2, 4, 7)",0.19032552083333334
3,"(2, 4, 8)",0.19635308159722223
3,"(2, 4, 9)",0.183056640625
3,"(2, 4, 10)",0.1744021267361111
3,"(2, 4, 11)",0.1744021267361111
3,"(2, 5, 6)",0.6983702256944444
3,"(2, 5, 7)",0.21360026041666666
3,"(2, 5, 8)",0.21548394097222223
3,"(2, 5, 9)",0.19767903645833335
3,"(2, 5, 10)",0.19767686631944445
3,"(2, 5, 11)",0.19767686631944445
3,"(2, 6, 7)",0.6983648003472223
3,"(2, 6, 8)",0.6994954427083333
3,"(2, 6, 9)",0.6983702256944444
3,"(2, 6, 10)",0.6983648003472223
3,"(2, 6, 11)",0.6983648003472223
3,"(2, 7, 8)",0.21224609375
3,"(2, 7, 9)",0.19767795138888888
3,"(2, 7, 10)",0.18448350694444443
3,"(2, 7, 11)",0.18448350694444443
3,"(2, 8, 9)",0.19956163194444446
3,"(2, 8, 10)",0.19632269965277777
3,"(2, 8, 11)",0.19632269965277777
3,"(2, 9, 10)",0.18175455729166667
3,"(2, 9, 11)",0.18175455729166667
3,"(2, 10, 11)",0.16856011284722222
3,"(3, 4, 5)",1.0
3,"(3, 4, 6)",1.0
3,"(3, 4, 7)",1.0
3,"(3, 4, 8)",1.0
3,"(3, 4, 9)",1.0
3,"(3, 4, 10)",1.0
3,"(3, 4, 11)",1.0
3,"(3, 5, 6)",1.0
3,"(3, 5, 7)",1.0
3,"(3, 5, 8)",1.0
3,"(3, 5, 9)",1.0
3,"(3, 5, 10)",1.0
3,"(3, 5, 11)",1.0
3,"(3, 6, 7)",1.0
3,"(3, 6, 8)",1.0
3,"(3, 6, 9)",1.0
3,"(3, 6, 10)",1.0
3,"(3, 6, 11)",1.0
3,"(3, 7, 8)",1.0
3,"(3, 7, 9)",1.0
3,"(3, 7, 10)",1.0
3,"(3, 7, 11)",1.0
3,"(3, 8, 9)",1.0
3,"(3, 8, 10)",1.0
3,"(3, 8, 11)",1.0
3,"(3, 9, 10)",1.0
3,"(3, 9, 11)",1.0
3,"(3, 10, 11)",1.0
3,"(4, 5, 6)",0.5649392361111111
3,"(4, 5, 7)",0.053721788194444446
3,"(4, 5, 8)",0.05489040798611111
3,"(4, 5, 9)",0.03779839409722222
3,"(4, 5, 10)",0.06572157118055555
3,"(4, 5, 11)",0.03779839409722222
3,"(4, 6, 7)",0.5649338107638889
3,"(4, 6, 8)",0.566064453125
3,"(4, 6, 9)",0.5649392361111111
3,"(4, 6, 10)",0.5660633680555556
3,"(4, 6, 11)",0.5649338107638889
3,"(4, 7, 8)",0.04721896701388889
3,"(4, 7, 9)",0.03779730902777778
3,"(4, 7, 10)",0.05706597222222222
3,"(4, 7, 11)",0.024299045138888888
3,"(4, 8, 9)",0.03896592881944445
3,"(4, 8, 10)",0.06309353298611112
3,"(4, 8, 11)",0.03129557291666667
3,"(4, 9, 10)",0.04979709201388889
3,"(4, 9, 11)",0.021873914930555554
3,"(4, 10, 11)",0.041142578125
3,"(5, 6, 7)",0.5649392361111111
3,"(5, 6, 8)",0.5660698784722222
3,"(5, 6, 9)",0.5649392361111111
3,"(5, 6, 10)",0.5660687934027778
3,"(5, 6, 11)",0.5649392361111111
3,"(5, 7, 8)",0.06912868923611111
3,"(5, 7, 9)",0.05074978298611111
3,"(5, 7, 10)",0.08034071180555556
3,"(5, 7, 11)",0.05074761284722222
3,"(5, 8, 9)",0.053207465277777775
3,"(5, 8, 10)",0.0822243923611111
3,"(5, 8, 11)",0.053205295138888886
3,"(5, 9, 10)",0.06441948784722222
3,"(5, 9, 11)",0.034826388888888886
3,"(5, 10, 11)",0.06441731770833334
3,"(6, 7, 8)",0.566064453125
3,"(6, 7, 9)",0.5649392361111111
3,"(6, 7, 10)",0.5660633680555556
3,"(6, 7, 11)",0.5649338107638889
3,"(6, 8, 9)",0.5660698784722222
3,"(6, 8, 10)",0.5671940104166666
3,"(6, 8, 11)",0.566064453125
3,"(6, 9, 10)",0.5660687934027778
3,"(6, 9, 11)",0.5649392361111111
3,"(6, 10, 11)",0.5660633680555556
3,"(7, 8, 9)",0.053206380208333334
3,"(7, 8, 10)",0.07898654513888889
3,"(7, 8, 11)",0.044660373263888886
3,"(7, 9, 10)",0.06441840277777777
3,"(7, 9, 11)",0.034825303819444445
3,"(7, 10, 11)",0.05122395833333333
3,"(8, 9, 10)",0.06630208333333333
3,"(8, 9, 11)",0.03728298611111111
3,"(8, 10, 11)",0.06306315104166667
3,"(9, 10, 11)",0.048495008680555556
4,"(0,)",0.04519097222222222
4,"(1,)",0.56447265625
4,"(2,)",0.03658094618055555
4,"(3,)",0.008375651041666666
4,"(4,)",1.0
4,"(5,)",0.24379774305555554
4,"(6,)",0.008377821180555555
4,"(7,)",0.21033854166666666
4,"(8,)",0.05820963541666667
4,"(9,)",0.1045486111111111
4,"(10,)",0.049120008680555556
4,"(11,)",0.06179253472222222
4,"(0, 1)",0.5644835069444445
4,"(0, 2)",0.08145182291666667
4,"(0, 3)",0.04774956597222222
4,"(0, 4)",1.0
4,"(0, 5)",0.2733430989583333
4,"(0, 6)",0.04775173611111111
4,"(0, 7)",0.2555295138888889
4,"(0, 8)",0.059339192708333335
4,"(0, 9)",0.1340939670138889
4,"(0, 10)",0.09399088541666667
4,"(0, 11)",0.10698350694444445
4,"(1, 2)",0.56447265625
4,"(1, 3)",0.5644759114583333
4,"(1, 4)",1.0
4,"(1, 5)",0.7685199652777778
4,"(1, 6)",0.5644759114583333
4,"(1, 7)",0.7588878038194444
4,"(1, 8)",0.5781575520833333
4,"(1, 9)",0.6341471354166667
4,"(1, 10)",0.5781467013888889
4,"(1, 11)",0.6262651909722222
4,"(2, 3)",0.042422960069444446
4,"(2, 4)",1.0
4,"(2, 5)",0.270654296875
4,"(2, 6)",0.042425130208333335
4,"(2, 7)",0.24691948784722223
4,"(2, 8)",0.09447048611111111
4,"(2, 9)",0.13140733506944444
4,"(2, 10)",0.05025499131944444
4,"(2, 11)",0.09837348090277778
4,"(3, 4)",1.0
4,"(3, 5)",0.2467719184027778
4,"(3, 6)",0.008377821180555555
4,"(3, 7)",0.21871419270833334
4,"(3, 8)",0.06076822916666667
4,"(3, 9)",0.10752061631944444
4,"(3, 10)",0.05496202256944444
4,"(3, 11)",0.07016818576388889
4,"(4, 5)",1.0
4,"(4, 6)",1.0
4,"(4, 7)",1.0
4,"(4, 8)",1.0
4,"(4, 9)",1.0
4,"(4, 10)",1.0
4,"(4, 11)",1.0
4,"(5, 6)",0.24677408854166666
4,"(5, 7)",0.4541362847222222
4,"(5, 8)",0.27280598958333335
4,"(5, 9)",0.2438009982638889
4,"(5, 10)",0.283193359375
4,"(5, 11)",0.30559027777777775
4,"(6, 7)",0.21871636284722223
4,"(6, 8)",0.060770399305555556
4,"(6, 9)",0.10752278645833334
4,"(6, 10)",0.05496419270833333
4,"(6, 11)",0.07017035590277777
4,"(7, 8)",0.26854817708333334
4,"(7, 9)",0.3148871527777778
4,"(7, 10)",0.24791124131944445
4,"(7, 11)",0.21033854166666666
4,"(8, 9)",0.1335568576388889
4,"(8, 10)",0.10700954861111112
4,"(8, 11)",0.12000217013888889
4,"(9, 10)",0.14394639756944444
4,"(9, 11)",0.16634114583333334
4,"(10, 11)",0.099365234375
4,"(0, 1, 2)",0.5644835069444445
4,"(0, 1, 3)",0.5644856770833333
4,"(0, 1, 4)",1.0
4,"(0, 1, 5)",0.7685297309027778
4,"(0, 1, 6)",0.5644856770833333
4,"(0, 1, 7)",0.7588986545138889
4,"(0, 1, 8)",0.5781575520833333
4,"(0, 1, 9)",0.6341569010416667
4,"(0, 1, 10)",0.5781575520833333
4,"(0, 1, 11)",0.6262760416666666
4,"(0, 2, 3)",0.08148220486111112
4,"(0, 2, 4)",1.0
4,"(0, 2, 5)",0.29995551215277777
4,"(0, 2, 6)",0.081484375
4,"(0, 2, 7)",0.29179036458333335
4,"(0, 2, 8)",0.09560004340277778
4,"(0, 2, 9)",0.16070855034722223
4,"(0, 2, 10)",0.09512586805555556
4,"(0, 2, 11)",0.14324435763888888
4,"(0, 3, 4)",1.0
4,"(0, 3, 5)",0.27502821180555553
4,"(0, 3, 6)",0.04775173611111111
4,"(0, 3, 7)",0.2580881076388889
4,"(0, 3, 8)",0.06189778645833333
4,"(0, 3, 9)",0.13577690972222223
4,"(0, 3, 10)",0.0940212673611111
4,"(0, 3, 11)",0.10954210069444445
4,"(0, 4, 5)",1.0
4,"(0, 4, 6)",1.0
4,"(0, 4, 7)",1.0
4,"(0, 4, 8)",1.0
4,"(0, 4, 9)",1.0
4,"(0, 4, 10)",1.0
4,"(0, 4, 11)",1.0
4,"(0, 5, 6)",0.27503038194444446
4,"(0, 5, 7)",0.483681640625
4,"(0, 5, 8)",0.27393446180555553
4,"(0, 5, 9)",0.2733463541666667
4,"(0, 5, 10)",0.3124945746527778
4,"(0, 5, 11)",0.33513563368055554
4,"(0, 6, 7)",0.25809027777777777
4,"(0, 6, 8)",0.06189995659722222
4,"(0, 6, 9)",0.13577907986111112
4,"(0, 6, 10)",0.0940234375
4,"(0, 6, 11)",0.10954427083333333
4,"(0, 7, 8)",0.269677734375
4,"(0, 7, 9)",0.3444325086805556
4,"(0, 7, 10)",0.29278211805555554
4,"(0, 7, 11)",0.2555295138888889
4,"(0, 8, 9)",0.13468532986111112
4,"(0, 8, 10)",0.10813910590277778
4,"(0, 8, 11)",0.12113172743055556
4,"(0, 9, 10)",0.17324761284722223
4,"(0, 9, 11)",0.1958865017361111
4,"(0, 10, 11)",0.14423611111111112
4,"(1, 2, 3)",0.5644759114583333
4,"(1, 2, 4)",1.0
4,"(1, 2, 5)",0.7685199652777778
4,"(1, 2, 6)",0.5644759114583333
4,"(1, 2, 7)",0.7588878038194444
4,"(1, 2, 8)",0.5781575520833333
4,"(1, 2, 9)",0.6341471354166667
4,"(1, 2, 10)",0.5781467013888889
4,"(1, 2, 11)",0.6262651909722222
4,"(1, 3, 4)",1.0
4,"(1, 3, 5)",0.7685199652777778
4,"(1, 3, 6)",0.5644759114583333
4,"(1, 3, 7)",0.7588910590277778
4,"(1, 3, 8)",0.5781597222222222
4,"(1, 3, 9)",0.6341471354166667
4,"(1, 3, 10)",0.5781499565972222
4,"(1, 3, 11)",0.6262684461805555
4,"(1, 4, 5)",1.0
4,"(1, 4, 6)",1.0
4,"(1, 4, 7)",1.0
4,"(1, 4, 8)",1.0
4,"(1, 4, 9)",1.0
4,"(1, 4, 10)",1.0
4,"(1, 4, 11)",1.0
4,"(1, 5, 6)",0.7685199652777778
4,"(1, 5, 7)",0.9629351128472222
4,"(1, 5, 8)",0.7688541666666666
4,"(1, 5, 9)",0.7685199652777778
4,"(1, 5, 10)",0.7821940104166667
4,"(1, 5, 11)",0.8303125
4,"(1, 6, 7)",0.7588910590277778
4,"(1, 6, 8)",0.5781597222222222
4,"(1, 6, 9)",0.6341471354166667
4,"(1, 6, 10)",0.5781499565972222
4,"(1, 6, 11)",0.6262684461805555
4,"(1, 7, 8)",0.7725726996527778
4,"(1, 7, 9)",0.8285622829861111
4,"(1, 7, 10)",0.7610145399305556
4,"(1, 7, 11)",0.7588878038194444
4,"(1, 8, 9)",0.6344813368055555
4,"(1, 8, 10)",0.5918315972222222
4,"(1, 8, 11)",0.6399500868055555
4,"(1, 9, 10)",0.6478211805555556
4,"(1, 9, 11)",0.6959396701388889
4,"(1, 10, 11)",0.6283919270833334
4,"(2, 3, 4)",1.0
4,"(2, 3, 5)",0.2719585503472222
4,"(2, 3, 6)",0.042425130208333335
4,"(2, 3, 7)",0.2527615017361111
4,"(2, 3, 8)",0.09450086805555556
4,"(2, 3, 9)",0.13270941840277778
4,"(2, 3, 10)",0.056097005208333335
4,"(2, 3, 11)",0.10421549479166667
4,"(2, 4, 5)",1.0
4,"(2, 4, 6)",1.0
4,"(2, 4, 7)",1.0
4,"(2, 4, 8)",1.0
4,"(2, 4, 9)",1.0
4,"(2, 4, 10)",1.0
4,"(2, 4, 11)",1.0
4,"(2, 5, 6)",0.2719607204861111
4,"(2, 5, 7)",0.4809928385416667
4,"(2, 5, 8)",0.29941840277777776
4,"(2, 5, 9)",0.2706575520833333
4,"(2, 5, 10)",0.2843283420138889
4,"(2, 5, 11)",0.3324468315972222
4,"(2, 6, 7)",0.252763671875
4,"(2, 6, 8)",0.09450303819444444
4,"(2, 6, 9)",0.13271158854166668
4,"(2, 6, 10)",0.056099175347222224
4,"(2, 6, 11)",0.10421766493055555
